,parents,has_nurs,form,children,housing,finance,social,health,class
1789,usual,improper,complete,2,convenient,convenient,problematic,priority,recommend
1790,usual,improper,complete,2,convenient,convenient,problematic,not_recom,not_recommend
1791,usual,improper,complete,2,convenient,inconv,nonprob,recommended,recommend
1792,usual,improper,complete,2,convenient,inconv,nonprob,priority,recommend
1793,usual,improper,complete,2,convenient,inconv,nonprob,not_recom,not_recommend
1794,usual,improper,complete,2,convenient,inconv,slightly_prob,recommended,recommend
1795,usual,improper,complete,2,convenient,inconv,slightly_prob,priority,recommend
1796,usual,improper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recommend
1797,usual,improper,complete,2,convenient,inconv,problematic,recommended,recommend
1798,usual,improper,complete,2,convenient,inconv,problematic,priority,recommend
1799,usual,improper,complete,2,convenient,inconv,problematic,not_recom,not_recommend
1800,usual,improper,complete,2,less_conv,convenient,nonprob,recommended,recommend
1801,usual,improper,complete,2,less_conv,convenient,nonprob,priority,recommend
1802,usual,improper,complete,2,less_conv,convenient,nonprob,not_recom,not_recommend
1803,usual,improper,complete,2,less_conv,convenient,slightly_prob,recommended,recommend
1804,usual,improper,complete,2,less_conv,convenient,slightly_prob,priority,recommend
1805,usual,improper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
1806,usual,improper,complete,2,less_conv,convenient,problematic,recommended,recommend
1807,usual,improper,complete,2,less_conv,convenient,problematic,priority,recommend
1808,usual,improper,complete,2,less_conv,convenient,problematic,not_recom,not_recommend
1809,usual,improper,complete,2,less_conv,inconv,nonprob,recommended,recommend
1810,usual,improper,complete,2,less_conv,inconv,nonprob,priority,recommend
1811,usual,improper,complete,2,less_conv,inconv,nonprob,not_recom,not_recommend
1812,usual,improper,complete,2,less_conv,inconv,slightly_prob,recommended,recommend
1813,usual,improper,complete,2,less_conv,inconv,slightly_prob,priority,recommend
1814,usual,improper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
1815,usual,improper,complete,2,less_conv,inconv,problematic,recommended,recommend
1816,usual,improper,complete,2,less_conv,inconv,problematic,priority,recommend
1817,usual,improper,complete,2,less_conv,inconv,problematic,not_recom,not_recommend
1818,usual,improper,complete,2,critical,convenient,nonprob,recommended,recommend
1819,usual,improper,complete,2,critical,convenient,nonprob,priority,recommend
1820,usual,improper,complete,2,critical,convenient,nonprob,not_recom,not_recommend
1821,usual,improper,complete,2,critical,convenient,slightly_prob,recommended,recommend
1822,usual,improper,complete,2,critical,convenient,slightly_prob,priority,recommend
1823,usual,improper,complete,2,critical,convenient,slightly_prob,not_recom,not_recommend
1824,usual,improper,complete,2,critical,convenient,problematic,recommended,recommend
1825,usual,improper,complete,2,critical,convenient,problematic,priority,recommend
1826,usual,improper,complete,2,critical,convenient,problematic,not_recom,not_recommend
1827,usual,improper,complete,2,critical,inconv,nonprob,recommended,recommend
1828,usual,improper,complete,2,critical,inconv,nonprob,priority,recommend
1829,usual,improper,complete,2,critical,inconv,nonprob,not_recom,not_recommend
1830,usual,improper,complete,2,critical,inconv,slightly_prob,recommended,recommend
1831,usual,improper,complete,2,critical,inconv,slightly_prob,priority,recommend
1832,usual,improper,complete,2,critical,inconv,slightly_prob,not_recom,not_recommend
1833,usual,improper,complete,2,critical,inconv,problematic,recommended,recommend
1834,usual,improper,complete,2,critical,inconv,problematic,priority,recommend
1835,usual,improper,complete,2,critical,inconv,problematic,not_recom,not_recommend
1836,usual,improper,complete,3,convenient,convenient,nonprob,recommended,recommend
1837,usual,improper,complete,3,convenient,convenient,nonprob,priority,recommend
1838,usual,improper,complete,3,convenient,convenient,nonprob,not_recom,not_recommend
1839,usual,improper,complete,3,convenient,convenient,slightly_prob,recommended,recommend
1840,usual,improper,complete,3,convenient,convenient,slightly_prob,priority,recommend
1841,usual,improper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recommend
1842,usual,improper,complete,3,convenient,convenient,problematic,recommended,recommend
1843,usual,improper,complete,3,convenient,convenient,problematic,priority,recommend
1844,usual,improper,complete,3,convenient,convenient,problematic,not_recom,not_recommend
1845,usual,improper,complete,3,convenient,inconv,nonprob,recommended,recommend
1846,usual,improper,complete,3,convenient,inconv,nonprob,priority,recommend
1847,usual,improper,complete,3,convenient,inconv,nonprob,not_recom,not_recommend
1848,usual,improper,complete,3,convenient,inconv,slightly_prob,recommended,recommend
1849,usual,improper,complete,3,convenient,inconv,slightly_prob,priority,recommend
1850,usual,improper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recommend
1851,usual,improper,complete,3,convenient,inconv,problematic,recommended,recommend
1852,usual,improper,complete,3,convenient,inconv,problematic,priority,recommend
1853,usual,improper,complete,3,convenient,inconv,problematic,not_recom,not_recommend
1854,usual,improper,complete,3,less_conv,convenient,nonprob,recommended,recommend
1855,usual,improper,complete,3,less_conv,convenient,nonprob,priority,recommend
1856,usual,improper,complete,3,less_conv,convenient,nonprob,not_recom,not_recommend
1857,usual,improper,complete,3,less_conv,convenient,slightly_prob,recommended,recommend
1858,usual,improper,complete,3,less_conv,convenient,slightly_prob,priority,recommend
1859,usual,improper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recommend
1860,usual,improper,complete,3,less_conv,convenient,problematic,recommended,recommend
1861,usual,improper,complete,3,less_conv,convenient,problematic,priority,recommend
1862,usual,improper,complete,3,less_conv,convenient,problematic,not_recom,not_recommend
1863,usual,improper,complete,3,less_conv,inconv,nonprob,recommended,recommend
1864,usual,improper,complete,3,less_conv,inconv,nonprob,priority,recommend
1865,usual,improper,complete,3,less_conv,inconv,nonprob,not_recom,not_recommend
1866,usual,improper,complete,3,less_conv,inconv,slightly_prob,recommended,recommend
1867,usual,improper,complete,3,less_conv,inconv,slightly_prob,priority,recommend
1868,usual,improper,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recommend
1869,usual,improper,complete,3,less_conv,inconv,problematic,recommended,recommend
1870,usual,improper,complete,3,less_conv,inconv,problematic,priority,recommend
1871,usual,improper,complete,3,less_conv,inconv,problematic,not_recom,not_recommend
1872,usual,improper,complete,3,critical,convenient,nonprob,recommended,recommend
1873,usual,improper,complete,3,critical,convenient,nonprob,priority,recommend
1874,usual,improper,complete,3,critical,convenient,nonprob,not_recom,not_recommend
1875,usual,improper,complete,3,critical,convenient,slightly_prob,recommended,recommend
1876,usual,improper,complete,3,critical,convenient,slightly_prob,priority,recommend
1877,usual,improper,complete,3,critical,convenient,slightly_prob,not_recom,not_recommend
1878,usual,improper,complete,3,critical,convenient,problematic,recommended,recommend
1879,usual,improper,complete,3,critical,convenient,problematic,priority,recommend
1880,usual,improper,complete,3,critical,convenient,problematic,not_recom,not_recommend
1881,usual,improper,complete,3,critical,inconv,nonprob,recommended,recommend
1882,usual,improper,complete,3,critical,inconv,nonprob,priority,recommend
1883,usual,improper,complete,3,critical,inconv,nonprob,not_recom,not_recommend
1884,usual,improper,complete,3,critical,inconv,slightly_prob,recommended,recommend
1885,usual,improper,complete,3,critical,inconv,slightly_prob,priority,recommend
1886,usual,improper,complete,3,critical,inconv,slightly_prob,not_recom,not_recommend
1887,usual,improper,complete,3,critical,inconv,problematic,recommended,recommend
1888,usual,improper,complete,3,critical,inconv,problematic,priority,recommend
1889,usual,improper,complete,3,critical,inconv,problematic,not_recom,not_recommend
1890,usual,improper,complete,more,convenient,convenient,nonprob,recommended,recommend
1891,usual,improper,complete,more,convenient,convenient,nonprob,priority,recommend
1892,usual,improper,complete,more,convenient,convenient,nonprob,not_recom,not_recommend
1893,usual,improper,complete,more,convenient,convenient,slightly_prob,recommended,recommend
1894,usual,improper,complete,more,convenient,convenient,slightly_prob,priority,recommend
1895,usual,improper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recommend
1896,usual,improper,complete,more,convenient,convenient,problematic,recommended,recommend
1897,usual,improper,complete,more,convenient,convenient,problematic,priority,recommend
1898,usual,improper,complete,more,convenient,convenient,problematic,not_recom,not_recommend
1899,usual,improper,complete,more,convenient,inconv,nonprob,recommended,recommend
1900,usual,improper,complete,more,convenient,inconv,nonprob,priority,recommend
1901,usual,improper,complete,more,convenient,inconv,nonprob,not_recom,not_recommend
1902,usual,improper,complete,more,convenient,inconv,slightly_prob,recommended,recommend
1903,usual,improper,complete,more,convenient,inconv,slightly_prob,priority,recommend
1904,usual,improper,complete,more,convenient,inconv,slightly_prob,not_recom,not_recommend
1905,usual,improper,complete,more,convenient,inconv,problematic,recommended,recommend
1906,usual,improper,complete,more,convenient,inconv,problematic,priority,recommend
1907,usual,improper,complete,more,convenient,inconv,problematic,not_recom,not_recommend
1908,usual,improper,complete,more,less_conv,convenient,nonprob,recommended,recommend
1909,usual,improper,complete,more,less_conv,convenient,nonprob,priority,recommend
1910,usual,improper,complete,more,less_conv,convenient,nonprob,not_recom,not_recommend
1911,usual,improper,complete,more,less_conv,convenient,slightly_prob,recommended,recommend
1912,usual,improper,complete,more,less_conv,convenient,slightly_prob,priority,recommend
1913,usual,improper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
1914,usual,improper,complete,more,less_conv,convenient,problematic,recommended,recommend
1915,usual,improper,complete,more,less_conv,convenient,problematic,priority,recommend
1916,usual,improper,complete,more,less_conv,convenient,problematic,not_recom,not_recommend
1917,usual,improper,complete,more,less_conv,inconv,nonprob,recommended,recommend
1918,usual,improper,complete,more,less_conv,inconv,nonprob,priority,recommend
1919,usual,improper,complete,more,less_conv,inconv,nonprob,not_recom,not_recommend
1920,usual,improper,complete,more,less_conv,inconv,slightly_prob,recommended,recommend
1921,usual,improper,complete,more,less_conv,inconv,slightly_prob,priority,recommend
1922,usual,improper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
1923,usual,improper,complete,more,less_conv,inconv,problematic,recommended,recommend
1924,usual,improper,complete,more,less_conv,inconv,problematic,priority,recommend
1925,usual,improper,complete,more,less_conv,inconv,problematic,not_recom,not_recommend
1926,usual,improper,complete,more,critical,convenient,nonprob,recommended,recommend
1927,usual,improper,complete,more,critical,convenient,nonprob,priority,recommend
1928,usual,improper,complete,more,critical,convenient,nonprob,not_recom,not_recommend
1929,usual,improper,complete,more,critical,convenient,slightly_prob,recommended,recommend
1930,usual,improper,complete,more,critical,convenient,slightly_prob,priority,recommend
1931,usual,improper,complete,more,critical,convenient,slightly_prob,not_recom,not_recommend
1932,usual,improper,complete,more,critical,convenient,problematic,recommended,recommend
1933,usual,improper,complete,more,critical,convenient,problematic,priority,recommend
1934,usual,improper,complete,more,critical,convenient,problematic,not_recom,not_recommend
1935,usual,improper,complete,more,critical,inconv,nonprob,recommended,recommend
1936,usual,improper,complete,more,critical,inconv,nonprob,priority,recommend
1937,usual,improper,complete,more,critical,inconv,nonprob,not_recom,not_recommend
1938,usual,improper,complete,more,critical,inconv,slightly_prob,recommended,recommend
1939,usual,improper,complete,more,critical,inconv,slightly_prob,priority,recommend
1940,usual,improper,complete,more,critical,inconv,slightly_prob,not_recom,not_recommend
1941,usual,improper,complete,more,critical,inconv,problematic,recommended,recommend
1942,usual,improper,complete,more,critical,inconv,problematic,priority,recommend
1943,usual,improper,complete,more,critical,inconv,problematic,not_recom,not_recommend
1944,usual,improper,completed,1,convenient,convenient,nonprob,recommended,recommend
1945,usual,improper,completed,1,convenient,convenient,nonprob,priority,recommend
1946,usual,improper,completed,1,convenient,convenient,nonprob,not_recom,not_recommend
1947,usual,improper,completed,1,convenient,convenient,slightly_prob,recommended,recommend
1948,usual,improper,completed,1,convenient,convenient,slightly_prob,priority,recommend
1949,usual,improper,completed,1,convenient,convenient,slightly_prob,not_recom,not_recommend
1950,usual,improper,completed,1,convenient,convenient,problematic,recommended,recommend
1951,usual,improper,completed,1,convenient,convenient,problematic,priority,recommend
1952,usual,improper,completed,1,convenient,convenient,problematic,not_recom,not_recommend
1953,usual,improper,completed,1,convenient,inconv,nonprob,recommended,recommend
1954,usual,improper,completed,1,convenient,inconv,nonprob,priority,recommend
1955,usual,improper,completed,1,convenient,inconv,nonprob,not_recom,not_recommend
1956,usual,improper,completed,1,convenient,inconv,slightly_prob,recommended,recommend
1957,usual,improper,completed,1,convenient,inconv,slightly_prob,priority,recommend
1958,usual,improper,completed,1,convenient,inconv,slightly_prob,not_recom,not_recommend
1959,usual,improper,completed,1,convenient,inconv,problematic,recommended,recommend
1960,usual,improper,completed,1,convenient,inconv,problematic,priority,recommend
1961,usual,improper,completed,1,convenient,inconv,problematic,not_recom,not_recommend
1962,usual,improper,completed,1,less_conv,convenient,nonprob,recommended,recommend
1963,usual,improper,completed,1,less_conv,convenient,nonprob,priority,recommend
1964,usual,improper,completed,1,less_conv,convenient,nonprob,not_recom,not_recommend
1965,usual,improper,completed,1,less_conv,convenient,slightly_prob,recommended,recommend
1966,usual,improper,completed,1,less_conv,convenient,slightly_prob,priority,recommend
1967,usual,improper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recommend
1968,usual,improper,completed,1,less_conv,convenient,problematic,recommended,recommend
1969,usual,improper,completed,1,less_conv,convenient,problematic,priority,recommend
1970,usual,improper,completed,1,less_conv,convenient,problematic,not_recom,not_recommend
1971,usual,improper,completed,1,less_conv,inconv,nonprob,recommended,recommend
1972,usual,improper,completed,1,less_conv,inconv,nonprob,priority,recommend
1973,usual,improper,completed,1,less_conv,inconv,nonprob,not_recom,not_recommend
1974,usual,improper,completed,1,less_conv,inconv,slightly_prob,recommended,recommend
1975,usual,improper,completed,1,less_conv,inconv,slightly_prob,priority,recommend
1976,usual,improper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recommend
1977,usual,improper,completed,1,less_conv,inconv,problematic,recommended,recommend
1978,usual,improper,completed,1,less_conv,inconv,problematic,priority,recommend
1979,usual,improper,completed,1,less_conv,inconv,problematic,not_recom,not_recommend
1980,usual,improper,completed,1,critical,convenient,nonprob,recommended,recommend
1981,usual,improper,completed,1,critical,convenient,nonprob,priority,recommend
1982,usual,improper,completed,1,critical,convenient,nonprob,not_recom,not_recommend
1983,usual,improper,completed,1,critical,convenient,slightly_prob,recommended,recommend
1984,usual,improper,completed,1,critical,convenient,slightly_prob,priority,recommend
1985,usual,improper,completed,1,critical,convenient,slightly_prob,not_recom,not_recommend
1986,usual,improper,completed,1,critical,convenient,problematic,recommended,recommend
1987,usual,improper,completed,1,critical,convenient,problematic,priority,recommend
1988,usual,improper,completed,1,critical,convenient,problematic,not_recom,not_recommend
1989,usual,improper,completed,1,critical,inconv,nonprob,recommended,recommend
1990,usual,improper,completed,1,critical,inconv,nonprob,priority,recommend
1991,usual,improper,completed,1,critical,inconv,nonprob,not_recom,not_recommend
1992,usual,improper,completed,1,critical,inconv,slightly_prob,recommended,recommend
1993,usual,improper,completed,1,critical,inconv,slightly_prob,priority,recommend
1994,usual,improper,completed,1,critical,inconv,slightly_prob,not_recom,not_recommend
1995,usual,improper,completed,1,critical,inconv,problematic,recommended,recommend
1996,usual,improper,completed,1,critical,inconv,problematic,priority,recommend
1997,usual,improper,completed,1,critical,inconv,problematic,not_recom,not_recommend
1998,usual,improper,completed,2,convenient,convenient,nonprob,recommended,recommend
1999,usual,improper,completed,2,convenient,convenient,nonprob,priority,recommend
2000,usual,improper,completed,2,convenient,convenient,nonprob,not_recom,not_recommend
2001,usual,improper,completed,2,convenient,convenient,slightly_prob,recommended,recommend
2002,usual,improper,completed,2,convenient,convenient,slightly_prob,priority,recommend
2003,usual,improper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recommend
2004,usual,improper,completed,2,convenient,convenient,problematic,recommended,recommend
2005,usual,improper,completed,2,convenient,convenient,problematic,priority,recommend
2006,usual,improper,completed,2,convenient,convenient,problematic,not_recom,not_recommend
2007,usual,improper,completed,2,convenient,inconv,nonprob,recommended,recommend
2008,usual,improper,completed,2,convenient,inconv,nonprob,priority,recommend
2009,usual,improper,completed,2,convenient,inconv,nonprob,not_recom,not_recommend
2010,usual,improper,completed,2,convenient,inconv,slightly_prob,recommended,recommend
2011,usual,improper,completed,2,convenient,inconv,slightly_prob,priority,recommend
2012,usual,improper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recommend
2013,usual,improper,completed,2,convenient,inconv,problematic,recommended,recommend
2014,usual,improper,completed,2,convenient,inconv,problematic,priority,recommend
2015,usual,improper,completed,2,convenient,inconv,problematic,not_recom,not_recommend
2016,usual,improper,completed,2,less_conv,convenient,nonprob,recommended,recommend
2017,usual,improper,completed,2,less_conv,convenient,nonprob,priority,recommend
2018,usual,improper,completed,2,less_conv,convenient,nonprob,not_recom,not_recommend
2019,usual,improper,completed,2,less_conv,convenient,slightly_prob,recommended,recommend
2020,usual,improper,completed,2,less_conv,convenient,slightly_prob,priority,recommend
2021,usual,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
2022,usual,improper,completed,2,less_conv,convenient,problematic,recommended,recommend
2023,usual,improper,completed,2,less_conv,convenient,problematic,priority,recommend
2024,usual,improper,completed,2,less_conv,convenient,problematic,not_recom,not_recommend
2025,usual,improper,completed,2,less_conv,inconv,nonprob,recommended,recommend
2026,usual,improper,completed,2,less_conv,inconv,nonprob,priority,recommend
2027,usual,improper,completed,2,less_conv,inconv,nonprob,not_recom,not_recommend
2028,usual,improper,completed,2,less_conv,inconv,slightly_prob,recommended,recommend
2029,usual,improper,completed,2,less_conv,inconv,slightly_prob,priority,recommend
2030,usual,improper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
2031,usual,improper,completed,2,less_conv,inconv,problematic,recommended,recommend
2032,usual,improper,completed,2,less_conv,inconv,problematic,priority,recommend
2033,usual,improper,completed,2,less_conv,inconv,problematic,not_recom,not_recommend
2034,usual,improper,completed,2,critical,convenient,nonprob,recommended,recommend
2035,usual,improper,completed,2,critical,convenient,nonprob,priority,recommend
2036,usual,improper,completed,2,critical,convenient,nonprob,not_recom,not_recommend
2037,usual,improper,completed,2,critical,convenient,slightly_prob,recommended,recommend
2038,usual,improper,completed,2,critical,convenient,slightly_prob,priority,recommend
2039,usual,improper,completed,2,critical,convenient,slightly_prob,not_recom,not_recommend
2040,usual,improper,completed,2,critical,convenient,problematic,recommended,recommend
2041,usual,improper,completed,2,critical,convenient,problematic,priority,recommend
2042,usual,improper,completed,2,critical,convenient,problematic,not_recom,not_recommend
2043,usual,improper,completed,2,critical,inconv,nonprob,recommended,recommend
2044,usual,improper,completed,2,critical,inconv,nonprob,priority,recommend
2045,usual,improper,completed,2,critical,inconv,nonprob,not_recom,not_recommend
2046,usual,improper,completed,2,critical,inconv,slightly_prob,recommended,recommend
2047,usual,improper,completed,2,critical,inconv,slightly_prob,priority,recommend
2048,usual,improper,completed,2,critical,inconv,slightly_prob,not_recom,not_recommend
2049,usual,improper,completed,2,critical,inconv,problematic,recommended,recommend
2050,usual,improper,completed,2,critical,inconv,problematic,priority,recommend
2051,usual,improper,completed,2,critical,inconv,problematic,not_recom,not_recommend
2052,usual,improper,completed,3,convenient,convenient,nonprob,recommended,recommend
2053,usual,improper,completed,3,convenient,convenient,nonprob,priority,recommend
2054,usual,improper,completed,3,convenient,convenient,nonprob,not_recom,not_recommend
2055,usual,improper,completed,3,convenient,convenient,slightly_prob,recommended,recommend
2056,usual,improper,completed,3,convenient,convenient,slightly_prob,priority,recommend
2057,usual,improper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recommend
2058,usual,improper,completed,3,convenient,convenient,problematic,recommended,recommend
2059,usual,improper,completed,3,convenient,convenient,problematic,priority,recommend
2060,usual,improper,completed,3,convenient,convenient,problematic,not_recom,not_recommend
2061,usual,improper,completed,3,convenient,inconv,nonprob,recommended,recommend
2062,usual,improper,completed,3,convenient,inconv,nonprob,priority,recommend
2063,usual,improper,completed,3,convenient,inconv,nonprob,not_recom,not_recommend
2064,usual,improper,completed,3,convenient,inconv,slightly_prob,recommended,recommend
2065,usual,improper,completed,3,convenient,inconv,slightly_prob,priority,recommend
2066,usual,improper,completed,3,convenient,inconv,slightly_prob,not_recom,not_recommend
2067,usual,improper,completed,3,convenient,inconv,problematic,recommended,recommend
2068,usual,improper,completed,3,convenient,inconv,problematic,priority,recommend
2069,usual,improper,completed,3,convenient,inconv,problematic,not_recom,not_recommend
2070,usual,improper,completed,3,less_conv,convenient,nonprob,recommended,recommend
2071,usual,improper,completed,3,less_conv,convenient,nonprob,priority,recommend
2072,usual,improper,completed,3,less_conv,convenient,nonprob,not_recom,not_recommend
2073,usual,improper,completed,3,less_conv,convenient,slightly_prob,recommended,recommend
2074,usual,improper,completed,3,less_conv,convenient,slightly_prob,priority,recommend
2075,usual,improper,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recommend
2076,usual,improper,completed,3,less_conv,convenient,problematic,recommended,recommend
2077,usual,improper,completed,3,less_conv,convenient,problematic,priority,recommend
2078,usual,improper,completed,3,less_conv,convenient,problematic,not_recom,not_recommend
2079,usual,improper,completed,3,less_conv,inconv,nonprob,recommended,recommend
2080,usual,improper,completed,3,less_conv,inconv,nonprob,priority,recommend
2081,usual,improper,completed,3,less_conv,inconv,nonprob,not_recom,not_recommend
2082,usual,improper,completed,3,less_conv,inconv,slightly_prob,recommended,recommend
2083,usual,improper,completed,3,less_conv,inconv,slightly_prob,priority,recommend
2084,usual,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recommend
2085,usual,improper,completed,3,less_conv,inconv,problematic,recommended,recommend
2086,usual,improper,completed,3,less_conv,inconv,problematic,priority,recommend
2087,usual,improper,completed,3,less_conv,inconv,problematic,not_recom,not_recommend
2088,usual,improper,completed,3,critical,convenient,nonprob,recommended,recommend
2089,usual,improper,completed,3,critical,convenient,nonprob,priority,recommend
2090,usual,improper,completed,3,critical,convenient,nonprob,not_recom,not_recommend
2091,usual,improper,completed,3,critical,convenient,slightly_prob,recommended,recommend
2092,usual,improper,completed,3,critical,convenient,slightly_prob,priority,recommend
2093,usual,improper,completed,3,critical,convenient,slightly_prob,not_recom,not_recommend
2094,usual,improper,completed,3,critical,convenient,problematic,recommended,recommend
2095,usual,improper,completed,3,critical,convenient,problematic,priority,recommend
2096,usual,improper,completed,3,critical,convenient,problematic,not_recom,not_recommend
2097,usual,improper,completed,3,critical,inconv,nonprob,recommended,recommend
2098,usual,improper,completed,3,critical,inconv,nonprob,priority,recommend
2099,usual,improper,completed,3,critical,inconv,nonprob,not_recom,not_recommend
2100,usual,improper,completed,3,critical,inconv,slightly_prob,recommended,recommend
2101,usual,improper,completed,3,critical,inconv,slightly_prob,priority,recommend
2102,usual,improper,completed,3,critical,inconv,slightly_prob,not_recom,not_recommend
2103,usual,improper,completed,3,critical,inconv,problematic,recommended,recommend
2104,usual,improper,completed,3,critical,inconv,problematic,priority,recommend
2105,usual,improper,completed,3,critical,inconv,problematic,not_recom,not_recommend
2106,usual,improper,completed,more,convenient,convenient,nonprob,recommended,recommend
2107,usual,improper,completed,more,convenient,convenient,nonprob,priority,recommend
2108,usual,improper,completed,more,convenient,convenient,nonprob,not_recom,not_recommend
2109,usual,improper,completed,more,convenient,convenient,slightly_prob,recommended,recommend
2110,usual,improper,completed,more,convenient,convenient,slightly_prob,priority,recommend
2111,usual,improper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recommend
2112,usual,improper,completed,more,convenient,convenient,problematic,recommended,recommend
2113,usual,improper,completed,more,convenient,convenient,problematic,priority,recommend
2114,usual,improper,completed,more,convenient,convenient,problematic,not_recom,not_recommend
2115,usual,improper,completed,more,convenient,inconv,nonprob,recommended,recommend
2116,usual,improper,completed,more,convenient,inconv,nonprob,priority,recommend
2117,usual,improper,completed,more,convenient,inconv,nonprob,not_recom,not_recommend
2118,usual,improper,completed,more,convenient,inconv,slightly_prob,recommended,recommend
2119,usual,improper,completed,more,convenient,inconv,slightly_prob,priority,recommend
2120,usual,improper,completed,more,convenient,inconv,slightly_prob,not_recom,not_recommend
2121,usual,improper,completed,more,convenient,inconv,problematic,recommended,recommend
2122,usual,improper,completed,more,convenient,inconv,problematic,priority,recommend
2123,usual,improper,completed,more,convenient,inconv,problematic,not_recom,not_recommend
2124,usual,improper,completed,more,less_conv,convenient,nonprob,recommended,recommend
2125,usual,improper,completed,more,less_conv,convenient,nonprob,priority,recommend
2126,usual,improper,completed,more,less_conv,convenient,nonprob,not_recom,not_recommend
2127,usual,improper,completed,more,less_conv,convenient,slightly_prob,recommended,recommend
2128,usual,improper,completed,more,less_conv,convenient,slightly_prob,priority,recommend
2129,usual,improper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
2130,usual,improper,completed,more,less_conv,convenient,problematic,recommended,recommend
2131,usual,improper,completed,more,less_conv,convenient,problematic,priority,recommend
2132,usual,improper,completed,more,less_conv,convenient,problematic,not_recom,not_recommend
2133,usual,improper,completed,more,less_conv,inconv,nonprob,recommended,recommend
2134,usual,improper,completed,more,less_conv,inconv,nonprob,priority,recommend
2135,usual,improper,completed,more,less_conv,inconv,nonprob,not_recom,not_recommend
2136,usual,improper,completed,more,less_conv,inconv,slightly_prob,recommended,recommend
2137,usual,improper,completed,more,less_conv,inconv,slightly_prob,priority,recommend
2138,usual,improper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
2139,usual,improper,completed,more,less_conv,inconv,problematic,recommended,recommend
2140,usual,improper,completed,more,less_conv,inconv,problematic,priority,recommend
2141,usual,improper,completed,more,less_conv,inconv,problematic,not_recom,not_recommend
2142,usual,improper,completed,more,critical,convenient,nonprob,recommended,recommend
2143,usual,improper,completed,more,critical,convenient,nonprob,priority,recommend
2144,usual,improper,completed,more,critical,convenient,nonprob,not_recom,not_recommend
2145,usual,improper,completed,more,critical,convenient,slightly_prob,recommended,recommend
2146,usual,improper,completed,more,critical,convenient,slightly_prob,priority,recommend
2147,usual,improper,completed,more,critical,convenient,slightly_prob,not_recom,not_recommend
2148,usual,improper,completed,more,critical,convenient,problematic,recommended,recommend
2149,usual,improper,completed,more,critical,convenient,problematic,priority,recommend
2150,usual,improper,completed,more,critical,convenient,problematic,not_recom,not_recommend
2151,usual,improper,completed,more,critical,inconv,nonprob,recommended,recommend
2152,usual,improper,completed,more,critical,inconv,nonprob,priority,recommend
2153,usual,improper,completed,more,critical,inconv,nonprob,not_recom,not_recommend
2154,usual,improper,completed,more,critical,inconv,slightly_prob,recommended,recommend
2155,usual,improper,completed,more,critical,inconv,slightly_prob,priority,recommend
2156,usual,improper,completed,more,critical,inconv,slightly_prob,not_recom,not_recommend
2157,usual,improper,completed,more,critical,inconv,problematic,recommended,recommend
2158,usual,improper,completed,more,critical,inconv,problematic,priority,recommend
2159,usual,improper,completed,more,critical,inconv,problematic,not_recom,not_recommend
2160,usual,improper,incomplete,1,convenient,convenient,nonprob,recommended,recommend
2161,usual,improper,incomplete,1,convenient,convenient,nonprob,priority,recommend
2162,usual,improper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recommend
2163,usual,improper,incomplete,1,convenient,convenient,slightly_prob,recommended,recommend
2164,usual,improper,incomplete,1,convenient,convenient,slightly_prob,priority,recommend
2165,usual,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recommend
2166,usual,improper,incomplete,1,convenient,convenient,problematic,recommended,recommend
2167,usual,improper,incomplete,1,convenient,convenient,problematic,priority,recommend
2168,usual,improper,incomplete,1,convenient,convenient,problematic,not_recom,not_recommend
2169,usual,improper,incomplete,1,convenient,inconv,nonprob,recommended,recommend
2170,usual,improper,incomplete,1,convenient,inconv,nonprob,priority,recommend
2171,usual,improper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recommend
2172,usual,improper,incomplete,1,convenient,inconv,slightly_prob,recommended,recommend
2173,usual,improper,incomplete,1,convenient,inconv,slightly_prob,priority,recommend
2174,usual,improper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recommend
2175,usual,improper,incomplete,1,convenient,inconv,problematic,recommended,recommend
