Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
4368,4368,4368,4368,4368,10.0,10.0,37.5,2.7,1.3,1.38,1.0,4.0,0.0,1,3,1
4369,4369,4369,4369,4369,10.0,9.0,24.5,2.6,1.3,1.0,1.0,3.0,0.0,1,3,1
4370,4370,4370,4370,4370,7.0,3.0,36.0,3.1,0.53,-0.58,1.0,3.0,1.0,1,3,1
4371,4371,4371,4371,4371,6.0,5.0,37.5,3.5,0.29,-0.14,1.0,3.0,0.0,1,3,1
4372,4372,4372,4372,4372,9.0,9.0,41.0,3.5,1.03,1.05,1.0,3.0,1.0,1,3,1
4373,4373,4373,4373,4373,7.0,6.0,35.0,3.2,0.46,0.07,1.0,4.0,1.0,1,3,1
4374,4374,4374,4374,4374,4.0,4.0,37.0,2.6,-0.32,-0.42,1.0,4.0,1.0,1,3,1
4375,4375,4375,4375,4375,3.0,3.0,46.0,3.8,-0.79,-0.71,1.0,4.0,1.0,1,6,1
4376,4376,4376,4376,4376,9.0,9.0,36.0,3.8,0.99,1.09,1.0,4.0,1.0,1,3,1
4377,4377,4377,4377,4377,5.0,5.0,42.0,3.5,-0.11,-0.1,1.0,1.0,0.0,1,4,1
4378,4378,4378,4378,4378,7.0,8.0,34.0,2.8,0.51,0.57,1.0,4.0,1.0,1,2,1
4379,4379,4379,4379,4379,4.0,3.0,37.0,3.5,-0.28,-0.62,1.0,1.0,0.0,1,3,1
4380,4380,4380,4380,4380,4.0,5.0,34.0,3.0,-0.24,-0.25,1.0,4.0,0.0,1,3,1
4381,4381,4381,4381,4381,10.0,10.0,35.0,3.1,1.71,1.83,1.0,4.0,0.0,1,3,1
4382,4382,4382,4382,4382,5.0,4.0,37.0,3.5,-0.14,-0.44,1.0,2.0,1.0,1,6,1
4383,4383,4383,4383,4383,10.0,9.0,38.0,2.8,1.26,1.11,1.0,4.0,1.0,1,2,1
4384,4384,4384,4384,4384,2.0,3.0,44.0,3.9,-1.01,-0.75,1.0,4.0,1.0,1,6,1
4385,4385,4385,4385,4385,1.0,2.0,25.0,2.5,-1.33,-0.97,1.0,3.0,1.0,1,2,1
4386,4386,4386,4386,4386,8.0,6.0,28.0,3.5,0.61,0.15,1.0,4.0,0.0,1,3,1
4387,4387,4387,4387,4387,7.0,9.0,35.0,3.2,0.42,1.11,1.0,4.0,0.0,1,3,1
4388,4388,4388,4388,4388,4.0,4.0,38.0,3.1,-0.39,-0.3,1.0,4.0,0.0,1,5,1
4389,4389,4389,4389,4389,9.0,9.0,35.0,3.2,1.21,1.07,1.0,2.0,1.0,1,2,1
4390,4390,4390,4390,4390,2.0,4.0,41.0,3.7,-1.14,-0.38,1.0,4.0,1.0,1,4,1
4391,4391,4391,4391,4391,1.0,3.0,28.0,3.1,-2.17,-0.77,1.0,2.0,1.0,1,4,1
4392,4392,4392,4392,4392,4.0,3.0,48.0,3.9,-0.25,-0.52,1.0,4.0,1.0,1,5,1
4393,4393,4393,4393,4393,10.0,10.0,45.0,3.8,1.98,2.52,1.0,3.0,0.0,1,4,1
4394,4394,4394,4394,4394,2.0,4.0,35.5,3.2,-1.08,-0.54,1.0,4.0,1.0,1,3,1
4395,4395,4395,4395,4395,10.0,10.0,43.0,3.7,1.56,1.88,1.0,3.0,0.0,1,4,1
4396,4396,4396,4396,4396,10.0,10.0,39.0,2.5,1.61,1.49,1.0,4.0,1.0,1,3,1
4397,4397,4397,4397,4397,4.0,2.0,36.0,3.1,-0.34,-1.06,1.0,5.0,1.0,1,5,1
4398,4398,4398,4398,4398,1.0,2.0,37.0,3.9,-1.42,-1.12,1.0,5.0,0.0,1,3,1
4399,4399,4399,4399,4399,7.0,9.0,38.0,3.5,0.48,1.24,1.0,4.0,0.0,1,5,1
4400,4400,4400,4400,4400,4.0,4.0,42.5,3.6,-0.37,-0.45,1.0,3.0,0.0,1,6,1
4401,4401,4401,4401,4401,8.0,9.0,32.0,3.4,0.67,0.92,1.0,3.0,1.0,1,3,1
4402,4402,4402,4402,4402,10.0,10.0,37.0,2.6,1.53,1.51,1.0,4.0,0.0,1,3,1
4403,4403,4403,4403,4403,2.0,2.0,37.0,2.7,-1.07,-1.03,1.0,4.0,1.0,1,3,1
4404,4404,4404,4404,4404,1.0,2.0,40.0,3.3,-1.17,-1.33,1.0,2.0,0.0,1,4,1
4405,4405,4405,4405,4405,6.0,6.0,35.0,2.7,0.14,-0.02,1.0,4.0,1.0,1,2,1
4406,4406,4406,4406,4406,3.0,1.0,28.0,2.8,-0.49,-1.46,1.0,2.0,1.0,1,3,1
4407,4407,4407,4407,4407,3.0,2.0,30.0,3.1,-0.66,-1.0,1.0,3.0,1.0,1,2,1
4408,4408,4408,4408,4408,10.0,10.0,40.0,2.6,1.46,1.65,1.0,4.0,0.0,1,3,1
4409,4409,4409,4409,4409,5.0,6.0,37.0,2.7,0.05,0.09,1.0,3.0,0.0,1,3,1
4410,4410,4410,4410,4410,6.0,7.0,35.0,3.0,0.15,0.53,1.0,5.0,1.0,1,2,1
4411,4411,4411,4411,4411,3.0,2.0,36.0,3.9,-0.63,-0.99,1.0,3.0,0.0,1,4,1
4412,4412,4412,4412,4412,9.0,9.0,34.0,2.8,0.91,0.93,1.0,4.0,1.0,1,2,1
4413,4413,4413,4413,4413,4.0,5.0,37.5,2.7,-0.42,-0.23,1.0,2.0,1.0,1,4,1
4414,4414,4414,4414,4414,3.0,3.0,39.0,3.4,-0.56,-0.64,1.0,2.0,0.0,1,4,1
4415,4415,4415,4415,4415,9.0,7.0,40.0,3.3,1.0,0.43,1.0,4.0,1.0,1,3,1
4416,4416,4416,4416,4416,3.0,3.0,37.0,2.8,-0.54,-0.63,1.0,4.0,1.0,1,4,1
4417,4417,4417,4417,4417,4.0,2.0,38.0,3.1,-0.21,-1.1,1.0,2.0,0.0,1,4,1
4418,4418,4418,4418,4418,3.0,3.0,33.0,3.4,-0.46,-0.74,1.0,4.0,1.0,1,3,1
4419,4419,4419,4419,4419,1.0,1.0,37.0,2.2,-1.87,-2.09,1.0,4.0,1.0,1,4,1
4420,4420,4420,4420,4420,4.0,2.0,29.5,2.8,-0.33,-1.02,1.0,3.0,0.0,1,3,1
4421,4421,4421,4421,4421,2.0,3.0,28.0,3.1,-0.92,-0.8,1.0,3.0,0.0,1,3,1
4422,4422,4422,4422,4422,5.0,7.0,35.0,2.9,-0.2,0.4,1.0,3.0,1.0,1,2,1
4423,4423,4423,4423,4423,1.0,1.0,29.0,2.5,-2.01,-2.23,1.0,4.0,0.0,1,3,1
4424,4424,4424,4424,4424,3.0,4.0,42.0,3.8,-0.69,-0.46,1.0,4.0,0.0,1,4,1
4425,4425,4425,4425,4425,5.0,4.0,40.0,3.2,0.06,-0.4,1.0,4.0,1.0,1,4,1
4426,4426,4426,4426,4426,6.0,6.0,40.0,3.6,0.28,0.11,1.0,3.0,0.0,1,3,1
4427,4427,4427,4427,4427,10.0,10.0,39.0,3.6,2.38,2.09,1.0,3.0,0.0,1,1,1
4428,4428,4428,4428,4428,1.0,1.0,36.0,3.6,-1.2,-1.78,1.0,2.0,0.0,1,5,1
4429,4429,4429,4429,4429,1.0,1.0,27.7,3.0,-1.61,-2.61,1.0,3.0,0.0,1,5,1
4430,4430,4430,4430,4430,8.0,8.0,37.0,2.8,0.72,0.73,1.0,2.0,0.0,1,3,1
4431,4431,4431,4431,4431,8.0,8.0,31.0,3.6,0.62,0.57,1.0,2.0,0.0,1,5,1
4432,4432,4432,4432,4432,1.0,1.0,35.0,2.9,-1.24,-1.32,1.0,4.0,0.0,1,3,1
4433,4433,4433,4433,4433,10.0,10.0,36.0,3.8,1.54,1.87,1.0,3.0,0.0,1,5,1
4434,4434,4434,4434,4434,6.0,5.0,44.0,3.7,0.27,0.02,1.0,3.0,1.0,1,5,1
4435,4435,4435,4435,4435,10.0,10.0,41.0,3.8,1.75,1.31,1.0,4.0,0.0,1,5,1
4436,4436,4436,4436,4436,4.0,4.0,37.0,3.4,-0.35,-0.35,1.0,4.0,0.0,1,4,1
4437,4437,4437,4437,4437,9.0,9.0,34.0,2.8,1.23,0.99,1.0,4.0,1.0,1,5,1
4438,4438,4438,4438,4438,10.0,10.0,32.0,3.2,1.65,1.65,1.0,3.0,1.0,1,3,1
4439,4439,4439,4439,4439,5.0,7.0,46.0,3.6,-0.03,0.39,1.0,4.0,0.0,1,4,1
4440,4440,4440,4440,4440,3.0,3.0,35.0,3.1,-0.52,-0.79,1.0,4.0,1.0,1,5,1
4441,4441,4441,4441,4441,3.0,3.0,35.0,3.3,-0.47,-0.59,1.0,4.0,0.0,1,3,1
4442,4442,4442,4442,4442,7.0,6.0,30.0,2.9,0.55,0.1,1.0,4.0,0.0,1,3,1
4443,4443,4443,4443,4443,3.0,3.0,36.0,2.9,-0.67,-0.7,1.0,1.0,0.0,1,3,1
4444,4444,4444,4444,4444,9.0,6.0,34.0,2.5,1.12,0.07,1.0,4.0,0.0,1,2,1
4445,4445,4445,4445,4445,4.0,6.0,31.0,3.6,-0.21,0.27,1.0,3.0,0.0,1,4,1
4446,4446,4446,4446,4446,4.0,4.0,33.0,2.9,-0.38,-0.46,1.0,4.0,1.0,1,3,1
4447,4447,4447,4447,4447,9.0,9.0,35.0,3.8,1.12,1.04,1.0,4.0,0.0,1,5,1
4448,4448,4448,4448,4448,7.0,9.0,45.0,2.3,0.59,0.92,1.0,3.0,1.0,1,4,1
4449,4449,4449,4449,4449,3.0,4.0,40.0,3.6,-0.65,-0.4,1.0,4.0,1.0,1,4,1
4450,4450,4450,4450,4450,5.0,3.0,33.0,2.8,-0.13,-0.73,1.0,4.0,0.0,1,2,1
4451,4451,4451,4451,4451,4.0,5.0,41.0,3.4,-0.38,-0.19,1.0,4.0,0.0,1,3,1
4452,4452,4452,4452,4452,5.0,6.0,41.0,2.7,0.03,0.17,1.0,3.0,1.0,1,1,1
4453,4453,4453,4453,4453,10.0,10.0,35.0,3.2,1.56,2.15,1.0,5.0,0.0,1,3,1
4454,4454,4454,4454,4454,1.0,1.0,28.5,3.5,-1.09,-1.48,1.0,3.0,1.0,1,2,1
4455,4455,4455,4455,4455,3.0,3.0,39.0,3.2,-0.54,-0.53,1.0,2.0,0.0,1,5,1
4456,4456,4456,4456,4456,2.0,1.0,36.0,3.2,-0.92,-1.45,1.0,4.0,1.0,1,3,1
4457,4457,4457,4457,4457,6.0,7.0,30.0,2.7,0.22,0.45,1.0,4.0,0.0,1,4,1
4458,4458,4458,4458,4458,7.0,7.0,42.0,3.7,0.4,0.51,1.0,4.0,0.0,1,5,1
4459,4459,4459,4459,4459,5.0,8.0,37.0,3.5,-0.1,0.56,1.0,3.0,1.0,1,2,1
4460,4460,4460,4460,4460,8.0,9.0,44.0,3.4,0.81,1.28,1.0,5.0,1.0,1,5,1
4461,4461,4461,4461,4461,1.0,1.0,26.7,3.2,-1.83,-1.88,1.0,5.0,1.0,1,2,1
4462,4462,4462,4462,4462,6.0,8.0,40.0,2.7,0.13,0.76,1.0,3.0,1.0,1,6,1
4463,4463,4463,4463,4463,8.0,6.0,37.0,3.6,0.63,0.11,1.0,4.0,1.0,1,4,1
4464,4464,4464,4464,4464,7.0,6.0,44.0,3.8,0.36,0.12,1.0,3.0,0.0,1,4,1
4465,4465,4465,4465,4465,1.0,1.0,30.0,3.2,-1.49,-1.96,1.0,3.0,0.0,1,4,1
4466,4466,4466,4466,4466,6.0,6.0,42.0,3.7,0.29,0.2,1.0,4.0,1.0,1,4,1
4467,4467,4467,4467,4467,3.0,3.0,35.0,3.6,-0.43,-0.67,1.0,4.0,0.0,1,4,1
4468,4468,4468,4468,4468,3.0,5.0,42.0,3.4,-0.7,0.01,1.0,3.0,1.0,1,5,1
4469,4469,4469,4469,4469,3.0,4.0,35.0,3.6,-0.73,-0.44,1.0,4.0,1.0,1,4,1
4470,4470,4470,4470,4470,6.0,8.0,40.0,3.4,0.15,0.59,1.0,3.0,1.0,1,4,1
4471,4471,4471,4471,4471,5.0,4.0,35.0,3.8,-0.15,-0.24,1.0,3.0,1.0,1,5,1
4472,4472,4472,4472,4472,8.0,6.0,37.0,3.0,0.62,0.19,1.0,3.0,1.0,1,3,1
4473,4473,4473,4473,4473,7.0,8.0,42.0,2.9,0.55,0.73,1.0,4.0,0.0,1,4,1
4474,4474,4474,4474,4474,2.0,3.0,35.0,3.1,-1.02,-0.88,1.0,3.0,0.0,1,3,1
4475,4475,4475,4475,4475,6.0,7.0,43.0,3.1,0.27,0.37,1.0,4.0,1.0,1,5,1
4476,4476,4476,4476,4476,10.0,10.0,44.0,3.6,2.0,1.47,1.0,4.0,0.0,1,5,1
4477,4477,4477,4477,4477,10.0,10.0,33.0,3.4,1.65,1.75,1.0,4.0,0.0,1,4,1
4478,4478,4478,4478,4478,4.0,5.0,40.0,3.5,-0.3,-0.03,1.0,3.0,0.0,1,4,1
4479,4479,4479,4479,4479,9.0,10.0,39.0,3.4,1.12,1.5,1.0,4.0,0.0,1,5,1
4480,4480,4480,4480,4480,10.0,10.0,40.0,3.3,1.39,1.3,1.0,4.0,1.0,1,4,1
4481,4481,4481,4481,4481,7.0,9.0,39.0,3.4,0.36,1.23,1.0,3.0,1.0,1,5,1
4482,4482,4482,4482,4482,1.0,1.0,33.0,3.3,-1.38,-1.68,1.0,3.0,1.0,1,4,1
4483,4483,4483,4483,4483,8.0,9.0,37.0,3.6,0.78,1.14,1.0,4.0,0.0,1,5,1
4484,4484,4484,4484,4484,5.0,4.0,40.0,3.3,-0.05,-0.39,1.0,4.0,0.0,1,4,1
4485,4485,4485,4485,4485,4.0,5.0,44.0,3.4,-0.28,-0.06,1.0,4.0,1.0,1,6,1
4486,4486,4486,4486,4486,7.0,7.0,35.0,3.1,0.56,0.34,1.0,3.0,1.0,1,3,1
4487,4487,4487,4487,4487,10.0,9.0,44.0,3.6,1.47,1.22,1.0,2.0,0.0,1,6,1
4488,4488,4488,4488,4488,7.0,6.0,39.0,3.6,0.32,0.25,1.0,4.0,0.0,1,3,1
4489,4489,4489,4489,4489,4.0,4.0,38.0,3.5,-0.41,-0.34,1.0,4.0,0.0,1,4,1
4490,4490,4490,4490,4490,5.0,7.0,33.0,3.2,0.04,0.37,1.0,3.0,0.0,1,3,1
4491,4491,4491,4491,4491,8.0,7.0,43.0,3.6,0.66,0.54,1.0,4.0,0.0,1,5,1
4492,4492,4492,4492,4492,9.0,8.0,27.3,3.2,1.09,0.62,1.0,4.0,1.0,1,3,1
4493,4493,4493,4493,4493,5.0,4.0,31.0,2.7,-0.16,-0.5,1.0,4.0,1.0,1,2,1
4494,4494,4494,4494,4494,3.0,7.0,29.0,2.8,-0.59,0.37,1.0,4.0,0.0,1,3,1
4495,4495,4495,4495,4495,2.0,3.0,30.0,2.4,-0.74,-0.79,1.0,4.0,1.0,1,3,1
4496,4496,4496,4496,4496,1.0,3.0,32.0,2.3,-1.09,-0.75,1.0,2.0,0.0,1,2,1
4497,4497,4497,4497,4497,10.0,9.0,35.0,2.6,1.47,1.2,1.0,5.0,0.0,1,2,1
4498,4498,4498,4498,4498,3.0,3.0,40.0,3.5,-0.48,-0.64,1.0,3.0,0.0,1,4,1
4499,4499,4499,4499,4499,2.0,3.0,39.0,3.3,-1.12,-0.72,1.0,3.0,1.0,1,4,1
4500,4500,4500,4500,4500,8.0,5.0,32.0,2.9,0.8,-0.16,1.0,5.0,0.0,1,3,1
4501,4501,4501,4501,4501,9.0,10.0,38.0,3.8,1.26,1.55,1.0,4.0,1.0,1,3,1
4502,4502,4502,4502,4502,5.0,5.0,29.5,3.5,-0.11,-0.1,1.0,2.0,1.0,1,3,1
4503,4503,4503,4503,4503,10.0,10.0,48.0,3.7,1.77,1.59,1.0,4.0,1.0,1,6,1
4504,4504,4504,4504,4504,5.0,5.0,31.0,2.9,-0.03,-0.17,1.0,4.0,0.0,1,2,1
4505,4505,4505,4505,4505,9.0,7.0,36.0,3.4,1.1,0.46,1.0,3.0,0.0,1,4,1
4506,4506,4506,4506,4506,7.0,7.0,44.0,3.6,0.46,0.34,1.0,2.0,1.0,1,5,1
4507,4507,4507,4507,4507,1.0,1.0,30.5,3.2,-1.92,-1.36,1.0,4.0,0.0,1,4,1
4508,4508,4508,4508,4508,2.0,1.0,32.0,3.2,-0.77,-1.73,1.0,3.0,0.0,1,4,1
4509,4509,4509,4509,4509,8.0,7.0,36.0,3.6,0.66,0.29,1.0,3.0,1.0,1,5,1
4510,4510,4510,4510,4510,9.0,10.0,42.0,4.0,0.97,1.49,1.0,3.0,0.0,1,3,1
4511,4511,4511,4511,4511,6.0,7.0,34.0,3.3,0.28,0.29,1.0,3.0,1.0,1,4,1
4512,4512,4512,4512,4512,8.0,9.0,40.0,3.3,0.65,1.14,1.0,3.0,1.0,1,4,1
4513,4513,4513,4513,4513,1.0,2.0,31.5,3.2,-1.49,-1.29,1.0,4.0,1.0,1,4,1
4514,4514,4514,4514,4514,8.0,9.0,33.0,3.2,0.83,1.28,1.0,3.0,1.0,1,3,1
4515,4515,4515,4515,4515,7.0,5.0,39.0,3.4,0.34,-0.04,1.0,4.0,0.0,1,3,1
4516,4516,4516,4516,4516,9.0,8.0,42.0,3.6,0.94,0.7,1.0,2.0,0.0,1,4,1
4517,4517,4517,4517,4517,8.0,8.0,37.0,3.5,0.84,0.75,1.0,3.0,1.0,1,4,1
4518,4518,4518,4518,4518,8.0,8.0,40.0,3.6,0.83,0.82,1.0,3.0,0.0,1,4,1
4519,4519,4519,4519,4519,7.0,6.0,42.0,3.0,0.55,0.06,1.0,2.0,1.0,1,4,1
4520,4520,4520,4520,4520,5.0,6.0,42.0,3.2,-0.04,0.14,1.0,2.0,1.0,1,4,1
4521,4521,4521,4521,4521,5.0,5.0,44.0,3.5,0.06,0.0,1.0,4.0,1.0,1,6,1
4522,4522,4522,4522,4522,9.0,10.0,36.5,3.6,1.13,1.67,1.0,3.0,1.0,1,5,1
4523,4523,4523,4523,4523,7.0,7.0,36.0,2.5,0.41,0.32,1.0,3.0,0.0,1,3,1
4524,4524,4524,4524,4524,2.0,1.0,40.0,3.7,-1.05,-1.46,1.0,4.0,1.0,1,5,1
4525,4525,4525,4525,4525,9.0,8.0,36.5,2.8,1.26,0.66,1.0,4.0,1.0,1,4,1
4526,4526,4526,4526,4526,7.0,6.0,31.0,3.2,0.5,0.03,1.0,4.0,1.0,1,5,1
4527,4527,4527,4527,4527,2.0,3.0,42.0,3.7,-1.05,-0.57,1.0,3.0,1.0,1,4,1
4528,4528,4528,4528,4528,3.0,6.0,38.0,3.3,-0.48,0.16,1.0,3.0,0.0,1,4,1
4529,4529,4529,4529,4529,7.0,7.0,38.0,3.5,0.55,0.46,1.0,3.0,0.0,1,3,1
4530,4530,4530,4530,4530,9.0,8.0,34.0,2.9,1.31,0.64,1.0,2.0,0.0,1,4,1
4531,4531,4531,4531,4531,5.0,4.0,42.0,3.6,-0.09,-0.46,1.0,3.0,0.0,1,4,1
4532,4532,4532,4532,4532,6.0,4.0,35.0,3.4,0.28,-0.48,1.0,3.0,0.0,1,4,1
4533,4533,4533,4533,4533,2.0,1.0,33.0,3.1,-0.71,-1.36,1.0,4.0,1.0,1,3,1
4534,4534,4534,4534,4534,10.0,10.0,40.0,3.6,1.76,2.05,1.0,2.0,1.0,1,3,1
4535,4535,4535,4535,4535,10.0,8.0,45.0,3.3,1.34,0.68,1.0,4.0,0.0,1,3,1
4536,4536,4536,4536,4536,6.0,8.0,41.0,3.3,0.27,0.66,1.0,4.0,0.0,1,5,1
4537,4537,4537,4537,4537,6.0,6.0,31.0,3.3,0.13,0.25,1.0,4.0,1.0,1,3,1
4538,4538,4538,4538,4538,7.0,6.0,34.0,3.5,0.38,0.2,1.0,3.0,0.0,1,3,1
4539,4539,4539,4539,4539,4.0,1.0,39.0,3.8,-0.33,-1.32,1.0,4.0,1.0,1,3,1
4540,4540,4540,4540,4540,1.0,1.0,31.0,3.2,-1.26,-1.62,1.0,4.0,0.0,1,3,1
4541,4541,4541,4541,4541,4.0,6.0,29.0,3.6,-0.22,0.01,1.0,3.0,0.0,1,3,1
4542,4542,4542,4542,4542,6.0,7.0,42.0,3.7,0.29,0.3,1.0,3.0,0.0,1,4,1
4543,4543,4543,4543,4543,5.0,5.0,34.0,3.6,-0.16,-0.16,1.0,4.0,0.0,1,3,1
4544,4544,4544,4544,4544,1.0,1.0,34.0,2.3,-1.65,-1.67,1.0,4.0,0.0,1,4,1
4545,4545,4545,4545,4545,5.0,3.0,35.0,2.9,-0.07,-0.58,1.0,4.0,1.0,1,3,1
4546,4546,4546,4546,4546,5.0,6.0,36.0,2.8,0.0,0.05,1.0,4.0,1.0,1,3,1
4547,4547,4547,4547,4547,9.0,8.0,34.0,3.9,1.12,0.77,1.0,3.0,1.0,1,4,1
4548,4548,4548,4548,4548,8.0,9.0,34.0,3.1,0.82,0.94,1.0,3.0,1.0,1,3,1
4549,4549,4549,4549,4549,7.0,8.0,37.0,3.3,0.44,0.79,1.0,4.0,0.0,1,5,1
4550,4550,4550,4550,4550,3.0,6.0,41.0,3.3,-0.54,0.14,1.0,4.0,0.0,1,4,1
4551,4551,4551,4551,4551,6.0,4.0,43.0,3.4,0.25,-0.5,1.0,3.0,1.0,1,6,1
4552,4552,4552,4552,4552,3.0,3.0,40.0,3.7,-0.7,-0.87,1.0,4.0,1.0,1,3,1
4553,4553,4553,4553,4553,1.0,2.0,34.0,3.9,-1.28,-1.01,1.0,3.0,0.0,1,4,1
4554,4554,4554,4554,4554,4.0,4.0,36.0,3.2,-0.23,-0.51,1.0,4.0,0.0,1,5,1
4555,4555,4555,4555,4555,6.0,1.0,32.0,2.7,0.16,-1.39,1.0,4.0,1.0,1,3,1
4556,4556,4556,4556,4556,7.0,5.0,32.5,2.5,0.39,-0.16,1.0,3.0,1.0,1,3,1
4557,4557,4557,4557,4557,2.0,2.0,39.0,3.5,-1.03,-1.18,1.0,4.0,0.0,1,4,1
4558,4558,4558,4558,4558,3.0,5.0,28.5,3.4,-0.61,-0.09,1.0,4.0,1.0,1,2,1
4559,4559,4559,4559,4559,5.0,6.0,37.0,3.4,-0.03,0.13,1.0,5.0,1.0,1,3,1
4560,4560,4560,4560,4560,10.0,9.0,40.0,2.5,1.38,1.22,1.0,3.0,1.0,1,3,1
4561,4561,4561,4561,4561,8.0,7.0,40.0,3.3,0.79,0.43,1.0,3.0,0.0,1,4,1
4562,4562,4562,4562,4562,3.0,3.0,41.0,2.9,-0.72,-0.62,1.0,3.0,0.0,1,4,1
4563,4563,4563,4563,4563,1.0,1.0,11.0,3.0,-1.4,-1.55,1.0,1.0,1.0,1,5,1
4564,4564,4564,4564,4564,6.0,5.0,35.0,2.9,0.17,-0.03,1.0,3.0,1.0,1,5,1
4565,4565,4565,4565,4565,8.0,9.0,40.0,3.3,0.65,1.14,1.0,5.0,1.0,1,5,1
4566,4566,4566,4566,4566,8.0,9.0,37.0,4.0,0.79,0.88,1.0,3.0,0.0,1,4,1
4567,4567,4567,4567,4567,3.0,2.0,34.0,2.5,-0.61,-1.15,1.0,3.0,1.0,1,4,1
4568,4568,4568,4568,4568,7.0,5.0,24.5,3.1,0.33,-0.25,1.0,2.0,1.0,1,3,1
4569,4569,4569,4569,4569,8.0,5.0,39.0,2.7,0.61,-0.25,1.0,4.0,1.0,1,3,1
4570,4570,4570,4570,4570,7.0,8.0,45.0,2.9,0.37,0.84,1.0,4.0,1.0,1,3,1
4571,4571,4571,4571,4571,1.0,1.0,36.0,2.5,-1.5,-1.84,1.0,4.0,1.0,1,3,1
4572,4572,4572,4572,4572,9.0,9.0,43.0,3.7,0.95,1.2,1.0,5.0,1.0,1,5,1
4573,4573,4573,4573,4573,8.0,8.0,40.0,3.2,0.74,0.59,1.0,4.0,1.0,1,5,1
4574,4574,4574,4574,4574,2.0,2.0,32.0,2.9,-0.88,-1.0,1.0,4.0,0.0,1,3,1
4575,4575,4575,4575,4575,10.0,3.0,28.3,3.1,1.54,-0.82,1.0,2.0,0.0,1,5,1
4576,4576,4576,4576,4576,3.0,2.0,45.0,3.9,-0.78,-0.88,1.0,4.0,1.0,1,6,1
4577,4577,4577,4577,4577,4.0,4.0,36.0,3.1,-0.34,-0.44,1.0,4.0,1.0,1,3,1
4578,4578,4578,4578,4578,9.0,9.0,41.0,3.7,1.06,1.28,1.0,4.0,1.0,1,3,1
4579,4579,4579,4579,4579,9.0,9.0,40.0,3.8,1.27,1.11,1.0,4.0,1.0,1,5,1
4580,4580,4580,4580,4580,10.0,10.0,44.0,3.8,1.36,1.5,1.0,3.0,0.0,1,5,1
4581,4581,4581,4581,4581,2.0,3.0,41.0,3.4,-0.86,-0.73,1.0,3.0,1.0,1,4,1
4582,4582,4582,4582,4582,10.0,10.0,40.0,3.8,1.75,1.73,1.0,2.0,1.0,1,4,1
4583,4583,4583,4583,4583,5.0,6.0,30.0,3.0,-0.1,0.21,1.0,3.0,0.0,1,3,1
4584,4584,4584,4584,4584,4.0,3.0,34.0,3.5,-0.41,-0.65,1.0,3.0,1.0,1,3,1
4585,4585,4585,4585,4585,3.0,4.0,44.0,4.0,-0.43,-0.48,1.0,4.0,0.0,1,4,1
4586,4586,4586,4586,4586,4.0,5.0,36.0,3.5,-0.35,-0.06,1.0,3.0,1.0,1,3,1
4587,4587,4587,4587,4587,1.0,1.0,22.5,3.3,-2.11,-2.15,1.0,1.0,0.0,1,4,1
4588,4588,4588,4588,4588,4.0,3.0,40.0,2.4,-0.31,-0.68,1.0,4.0,0.0,1,3,1
4589,4589,4589,4589,4589,1.0,1.0,27.5,3.3,-1.49,-1.42,1.0,5.0,1.0,1,3,1
4590,4590,4590,4590,4590,4.0,4.0,39.0,3.4,-0.41,-0.32,1.0,3.0,0.0,1,5,1
4591,4591,4591,4591,4591,6.0,6.0,31.0,3.2,0.3,0.15,1.0,3.0,1.0,1,4,1
4592,4592,4592,4592,4592,1.0,2.0,29.5,3.2,-1.28,-1.16,1.0,2.0,1.0,1,3,1
4593,4593,4593,4593,4593,1.0,3.0,45.0,3.7,-1.36,-0.71,1.0,4.0,0.0,1,6,1
4594,4594,4594,4594,4594,10.0,10.0,32.5,3.4,1.81,2.45,1.0,4.0,0.0,1,3,1
4595,4595,4595,4595,4595,4.0,7.0,41.0,2.9,-0.28,0.32,1.0,3.0,1.0,1,3,1
4596,4596,4596,4596,4596,3.0,3.0,42.0,3.5,-0.46,-0.8,1.0,3.0,1.0,1,4,1
4597,4597,4597,4597,4597,4.0,5.0,25.0,3.7,-0.42,-0.19,1.0,4.0,1.0,1,2,1
4598,4598,4598,4598,4598,5.0,6.0,42.0,3.2,-0.1,0.0,1.0,4.0,1.0,1,3,1
4599,4599,4599,4599,4599,8.0,9.0,44.0,3.0,0.71,0.91,1.0,4.0,0.0,1,3,1
4600,4600,4600,4600,4600,9.0,8.0,40.0,3.5,1.18,0.82,1.0,3.0,1.0,1,4,1
4601,4601,4601,4601,4601,6.0,4.0,41.0,3.4,0.08,-0.37,1.0,4.0,0.0,1,5,1
4602,4602,4602,4602,4602,2.0,2.0,39.0,2.9,-0.76,-1.0,1.0,4.0,1.0,1,5,1
4603,4603,4603,4603,4603,8.0,9.0,34.0,3.6,0.85,1.03,1.0,4.0,1.0,1,3,1
4604,4604,4604,4604,4604,9.0,10.0,31.0,3.4,1.01,1.68,1.0,4.0,1.0,1,3,1
4605,4605,4605,4605,4605,9.0,8.0,40.0,3.6,1.05,0.6,1.0,4.0,1.0,1,5,1
4606,4606,4606,4606,4606,4.0,2.0,35.0,3.3,-0.39,-0.99,1.0,3.0,1.0,1,3,1
