Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,Marital_status,occupation
2384,2384,2384,2384,2384,1,9,1122,114,1,1,1,5,111,137,2,2_1
2385,2385,2385,2385,2385,2,9,1122,114,1,1,1,2,111,122,2,5_4_9
2386,2386,2386,2386,2386,1,6,1131,112,1,1,1,0,111,131,1,5_4_9
2387,2387,2387,2387,2387,2,6,1121,112,1,1,1,3,111,131,2,5_4_9
2388,2388,2388,2388,2388,2,12,1121,112,1,1,1,2,111,138,2,5_4_9
2389,2389,2389,2389,2389,1,8,1210,111,1,1,1,3,111,138,1,2_1
2390,2390,2390,2390,2390,1,9,1132,113,1,1,1,3,111,135,1,2_1
2391,2391,2391,2391,2391,1,13,1121,112,1,1,1,5,111,133,2,5_4_9
2392,2392,2392,2392,2392,2,6,1122,113,1,1,1,3,111,138,2,5_4_9
2393,2393,2393,2393,2393,2,6,1131,112,1,1,1,3,111,138,1,5_4_9
2394,2394,2394,2394,2394,2,5,1110,112,1,1,1,2,111,131,1,5_4_9
2395,2395,2395,2395,2395,1,5,1110,125,1,1,1,3,111,135,1,5_4_9
2396,2396,2396,2396,2396,1,8,1122,113,1,1,1,3,111,138,2,2_1
2397,2397,2397,2397,2397,2,9,1122,114,1,1,1,5,111,137,2,2_1
2398,2398,2398,2398,2398,2,10,1122,114,1,1,1,2,111,138,2,2_1
2399,2399,2399,2399,2399,2,7,1122,114,1,1,1,3,111,138,2,2_1
2400,2400,2400,2400,2400,1,5,1210,111,1,1,1,3,112,135,1,5_4_9
2401,2401,2401,2401,2401,1,11,1122,114,1,1,1,4,111,136,2,2_1
2402,2402,2402,2402,2402,1,5,1210,111,1,1,1,2,111,122,1,5_4_9
2403,2403,2403,2403,2403,1,7,1122,113,1,1,1,3,111,131,2,2_1
2404,2404,2404,2404,2404,1,6,1210,111,1,1,1,3,111,132,1,5_4_9
2405,2405,2405,2405,2405,1,12,1121,112,1,1,1,4,111,131,2,2_1
2406,2406,2406,2406,2406,2,9,1122,114,1,1,1,3,111,134,2,5_4_9
2407,2407,2407,2407,2407,2,6,1131,112,1,1,1,5,111,139,1,2_1
2408,2408,2408,2408,2408,2,7,1122,125,1,1,1,5,111,138,2,2_1
2409,2409,2409,2409,2409,1,4,1110,114,1,1,1,3,112,131,1,5_4_9
2410,2410,2410,2410,2410,2,7,1131,112,1,1,1,5,111,137,1,2_1
2411,2411,2411,2411,2411,2,6,1122,114,1,1,1,3,111,132,2,5_4_9
2412,2412,2412,2412,2412,1,7,1121,112,1,1,1,2,111,131,2,5_4_9
2413,2413,2413,2413,2413,2,6,1132,113,1,1,1,2,111,135,1,5_4_9
2414,2414,2414,2414,2414,2,8,1140,112,1,1,1,3,112,139,1,2_1
2415,2415,2415,2415,2415,2,8,1122,114,1,1,1,3,111,138,2,5_4_9
2416,2416,2416,2416,2416,1,13,1122,113,1,1,1,5,111,137,2,2_1
2417,2417,2417,2417,2417,2,5,1110,126,1,1,1,2,111,131,1,5_4_9
2418,2418,2418,2418,2418,1,7,1122,113,1,1,1,5,111,135,2,2_1
2419,2419,2419,2419,2419,2,4,1110,125,1,1,1,2,112,139,1,5_4_9
2420,2420,2420,2420,2420,2,10,1122,114,1,1,1,3,111,138,2,2_1
2421,2421,2421,2421,2421,2,5,1110,125,1,1,1,3,111,138,1,5_4_9
2422,2422,2422,2422,2422,1,10,1122,125,1,1,1,5,111,131,2,5_4_9
2423,2423,2423,2423,2423,1,7,1122,113,1,1,1,3,111,133,2,5_4_9
2424,2424,2424,2424,2424,2,9,1122,125,1,1,1,5,111,133,2,5_4_9
2425,2425,2425,2425,2425,2,7,1140,113,1,1,1,3,111,137,2,5_4_9
2426,2426,2426,2426,2426,1,6,1131,112,1,1,1,3,111,133,1,5_4_9
2427,2427,2427,2427,2427,2,8,1140,112,1,1,1,2,111,135,3,5_4_9
2428,2428,2428,2428,2428,2,10,1122,113,1,1,1,2,111,122,2,5_4_9
2429,2429,2429,2429,2429,2,11,1140,112,1,1,1,3,111,131,3,5_4_9
2430,2430,2430,2430,2430,2,11,1121,112,1,1,1,0,111,122,2,2_1
2431,2431,2431,2431,2431,1,7,1122,114,1,1,1,3,111,124,2,2_1
2432,2432,2432,2432,2432,1,8,1122,113,1,1,1,3,111,136,2,5_4_9
2433,2433,2433,2433,2433,2,8,1122,113,1,1,1,3,111,137,2,2_1
2434,2434,2434,2434,2434,2,7,1131,112,1,1,1,5,111,135,1,5_4_9
2435,2435,2435,2435,2435,1,8,1132,114,1,1,1,3,111,124,1,2_1
2436,2436,2436,2436,2436,2,13,1121,112,1,1,1,2,111,131,2,5_4_9
2437,2437,2437,2437,2437,1,12,1122,113,1,1,1,3,111,136,2,2_1
2438,2438,2438,2438,2438,1,9,1122,114,1,1,1,5,111,138,2,5_4_9
2439,2439,2439,2439,2439,1,5,1110,114,1,1,1,3,111,122,1,5_4_9
2440,2440,2440,2440,2440,1,10,1122,114,1,1,1,3,112,122,2,2_1
2441,2441,2441,2441,2441,2,8,1131,112,1,1,1,3,111,138,3,5_4_9
2442,2442,2442,2442,2442,1,11,1121,112,1,1,1,5,111,136,2,2_1
2443,2443,2443,2443,2443,1,10,1122,114,1,1,1,3,111,122,2,2_1
2444,2444,2444,2444,2444,2,7,1122,114,1,1,1,3,111,138,2,5_4_9
2445,2445,2445,2445,2445,1,11,1122,113,1,1,1,5,111,137,2,2_1
2446,2446,2446,2446,2446,2,8,1131,112,1,1,1,3,111,133,3,5_4_9
2447,2447,2447,2447,2447,1,10,1122,126,1,1,1,2,111,131,2,5_4_9
2448,2448,2448,2448,2448,2,11,1121,112,1,1,1,5,111,137,2,2_1
2449,2449,2449,2449,2449,2,4,1110,113,1,1,1,3,112,131,1,5_4_9
2450,2450,2450,2450,2450,1,8,1122,113,1,1,1,5,112,139,2,2_1
2451,2451,2451,2451,2451,1,5,1110,114,1,1,1,4,111,135,1,5_4_9
2452,2452,2452,2452,2452,2,4,1110,114,1,1,1,2,112,135,1,5_4_9
2453,2453,2453,2453,2453,2,11,1121,112,1,1,1,1,111,131,2,5_4_9
2454,2454,2454,2454,2454,2,9,1122,125,1,1,1,5,111,137,2,2_1
2455,2455,2455,2455,2455,2,12,1121,112,1,1,1,2,111,138,2,5_4_9
2456,2456,2456,2456,2456,1,12,1121,112,1,1,1,3,111,136,2,5_4_9
2457,2457,2457,2457,2457,1,6,1131,112,1,1,1,3,111,131,1,5_4_9
2458,2458,2458,2458,2458,1,8,1122,114,1,1,1,3,112,131,2,2_1
2459,2459,2459,2459,2459,1,12,1121,112,1,1,1,5,111,122,2,2_1
2460,2460,2460,2460,2460,2,11,1122,113,1,1,1,2,111,135,2,5_4_9
2461,2461,2461,2461,2461,2,7,1122,114,1,1,1,5,111,137,2,2_1
2462,2462,2462,2462,2462,2,6,1122,113,1,1,1,3,111,138,2,5_4_9
2463,2463,2463,2463,2463,1,9,1122,113,1,1,1,3,112,124,2,2_1
2464,2464,2464,2464,2464,1,7,1122,114,1,1,1,2,111,131,2,5_4_9
2465,2465,2465,2465,2465,1,4,1110,125,1,1,1,1,112,131,1,5_4_9
2466,2466,2466,2466,2466,1,12,1122,114,1,1,1,2,112,122,2,2_1
2467,2467,2467,2467,2467,1,10,1121,112,1,1,1,3,111,139,2,2_1
2468,2468,2468,2468,2468,1,11,1122,125,1,1,1,0,111,122,2,5_4_9
2469,2469,2469,2469,2469,2,7,1121,112,1,1,1,4,111,131,2,2_1
2470,2470,2470,2470,2470,2,11,1131,112,1,1,1,3,111,138,3,5_4_9
2471,2471,2471,2471,2471,1,4,1110,114,1,1,1,2,112,131,1,5_4_9
2472,2472,2472,2472,2472,2,8,1210,111,1,1,1,2,111,135,1,5_4_9
2473,2473,2473,2473,2473,1,11,1121,112,1,1,1,3,111,135,2,2_1
2474,2474,2474,2474,2474,1,12,1121,112,1,1,1,3,111,136,2,5_4_9
2475,2475,2475,2475,2475,1,9,1122,126,1,1,1,3,111,122,2,2_1
2476,2476,2476,2476,2476,1,11,1122,114,1,1,1,3,111,134,2,2_1
2477,2477,2477,2477,2477,2,7,1122,113,1,1,1,3,111,135,2,5_4_9
2478,2478,2478,2478,2478,1,12,1121,112,1,1,1,3,111,135,2,5_4_9
2479,2479,2479,2479,2479,2,5,1131,112,1,1,1,3,111,131,1,5_4_9
2480,2480,2480,2480,2480,1,12,1121,112,1,1,1,3,112,122,2,2_1
2481,2481,2481,2481,2481,2,11,1121,112,1,1,1,3,111,131,2,5_4_9
2482,2482,2482,2482,2482,1,4,1110,114,1,1,1,2,112,135,1,5_4_9
2483,2483,2483,2483,2483,1,7,1122,125,1,1,1,3,111,122,2,2_1
2484,2484,2484,2484,2484,1,9,1122,125,1,1,1,5,112,138,2,2_1
2485,2485,2485,2485,2485,2,10,1122,114,1,1,1,5,111,139,2,2_1
2486,2486,2486,2486,2486,2,11,1210,111,1,1,1,5,111,137,3,2_1
2487,2487,2487,2487,2487,2,11,1122,113,1,1,1,2,111,132,2,5_4_9
2488,2488,2488,2488,2488,1,5,1131,112,1,1,1,3,111,122,1,5_4_9
2489,2489,2489,2489,2489,2,9,1210,111,1,1,1,5,111,137,1,2_1
2490,2490,2490,2490,2490,2,6,1131,112,1,1,1,5,111,138,1,2_1
2491,2491,2491,2491,2491,2,6,1210,111,1,1,1,5,111,138,1,2_1
2492,2492,2492,2492,2492,2,10,1122,114,1,1,1,5,111,137,2,2_1
2493,2493,2493,2493,2493,2,8,1122,113,1,1,1,3,111,137,2,2_1
2494,2494,2494,2494,2494,1,13,1121,112,1,1,1,1,111,135,2,5_4_9
2495,2495,2495,2495,2495,1,11,1122,126,1,1,1,5,112,135,2,2_1
2496,2496,2496,2496,2496,1,9,1110,112,1,1,1,3,112,122,1,2_1
2497,2497,2497,2497,2497,1,9,1122,125,1,1,1,5,111,135,2,2_1
2498,2498,2498,2498,2498,1,10,1122,125,1,1,1,5,111,135,2,5_4_9
2499,2499,2499,2499,2499,2,11,1121,112,1,1,1,2,111,133,2,5_4_9
2500,2500,2500,2500,2500,2,11,1210,111,1,1,1,3,111,131,3,5_4_9
2501,2501,2501,2501,2501,1,9,1121,112,1,1,1,1,111,122,2,2_1
2502,2502,2502,2502,2502,1,6,1131,112,1,1,1,3,111,131,1,2_1
2503,2503,2503,2503,2503,2,4,1110,112,1,1,1,2,112,138,1,5_4_9
2504,2504,2504,2504,2504,1,7,1210,111,1,1,1,3,111,131,3,5_4_9
2505,2505,2505,2505,2505,2,8,1122,114,1,1,1,3,111,134,2,5_4_9
2506,2506,2506,2506,2506,1,10,1210,111,1,1,1,5,111,137,1,2_1
2507,2507,2507,2507,2507,1,9,1131,112,1,1,1,5,111,136,3,2_1
2508,2508,2508,2508,2508,1,11,1122,114,1,1,1,2,112,131,2,2_1
2509,2509,2509,2509,2509,1,10,1122,113,1,1,1,2,111,137,2,5_4_9
2510,2510,2510,2510,2510,1,9,1210,111,1,1,1,5,111,136,3,2_1
2511,2511,2511,2511,2511,1,5,1110,114,1,1,1,3,111,124,1,5_4_9
2512,2512,2512,2512,2512,2,10,1210,111,1,1,1,3,111,131,3,5_4_9
2513,2513,2513,2513,2513,1,11,1121,112,1,1,1,2,111,136,2,2_1
2514,2514,2514,2514,2514,1,4,1110,114,1,1,1,2,111,131,1,5_4_9
2515,2515,2515,2515,2515,1,8,1122,126,1,1,1,1,111,133,2,5_4_9
2516,2516,2516,2516,2516,2,11,1122,113,1,1,1,2,111,138,2,5_4_9
2517,2517,2517,2517,2517,2,6,1122,113,1,1,1,3,111,135,2,5_4_9
2518,2518,2518,2518,2518,2,11,1132,113,1,1,1,3,111,131,3,5_4_9
2519,2519,2519,2519,2519,2,11,1122,113,1,1,1,2,111,131,2,5_4_9
2520,2520,2520,2520,2520,2,8,1131,112,1,1,1,2,111,131,1,2_1
2521,2521,2521,2521,2521,1,15,1121,112,1,1,1,1,112,122,2,2_1
2522,2522,2522,2522,2522,1,10,1122,114,1,1,1,5,111,135,2,2_1
2523,2523,2523,2523,2523,1,11,1210,111,1,1,1,3,111,133,3,5_4_9
2524,2524,2524,2524,2524,2,10,1121,112,1,1,1,3,112,139,2,5_4_9
2525,2525,2525,2525,2525,1,7,1131,112,1,1,1,5,111,134,1,2_1
2526,2526,2526,2526,2526,1,7,1131,112,1,1,1,3,111,131,1,5_4_9
2527,2527,2527,2527,2527,2,10,1121,112,1,1,1,3,111,135,2,2_1
2528,2528,2528,2528,2528,2,4,1110,114,1,1,1,2,111,131,1,5_4_9
2529,2529,2529,2529,2529,2,7,1122,114,1,1,1,3,111,136,2,5_4_9
2530,2530,2530,2530,2530,1,4,1110,113,1,1,1,2,111,135,1,5_4_9
2531,2531,2531,2531,2531,2,4,1110,125,1,1,1,2,112,131,1,5_4_9
2532,2532,2532,2532,2532,2,5,1110,113,1,1,1,3,111,131,1,5_4_9
2533,2533,2533,2533,2533,1,9,1122,125,1,1,1,4,111,122,2,2_1
2534,2534,2534,2534,2534,1,10,1210,111,1,1,1,5,111,138,1,5_4_9
2535,2535,2535,2535,2535,1,11,1122,126,1,1,1,2,111,122,2,5_4_9
2536,2536,2536,2536,2536,2,9,1122,114,1,1,1,3,111,138,2,5_4_9
2537,2537,2537,2537,2537,1,9,1122,113,1,1,1,3,111,131,2,2_1
2538,2538,2538,2538,2538,2,7,1132,113,1,1,1,3,111,136,3,5_4_9
2539,2539,2539,2539,2539,1,10,1122,114,1,1,1,3,111,122,2,5_4_9
2540,2540,2540,2540,2540,2,8,1210,111,1,1,1,5,111,135,3,5_4_9
2541,2541,2541,2541,2541,1,8,1122,125,1,1,1,5,111,137,2,2_1
2542,2542,2542,2542,2542,1,4,1110,114,1,1,1,3,111,133,1,5_4_9
2543,2543,2543,2543,2543,2,7,1122,114,1,1,1,5,111,137,2,2_1
2544,2544,2544,2544,2544,2,6,1110,113,1,1,1,2,111,132,3,5_4_9
2545,2545,2545,2545,2545,1,11,1122,114,1,1,1,5,111,136,2,2_1
2546,2546,2546,2546,2546,1,6,1122,113,1,1,1,1,111,139,2,5_4_9
2547,2547,2547,2547,2547,1,8,1122,114,1,1,1,3,111,131,2,5_4_9
2548,2548,2548,2548,2548,2,5,1110,113,1,1,1,3,111,132,1,5_4_9
2549,2549,2549,2549,2549,1,7,1210,111,1,1,1,3,112,131,1,2_1
2550,2550,2550,2550,2550,1,10,1122,114,1,1,1,5,111,137,2,2_1
2551,2551,2551,2551,2551,1,10,1122,114,1,1,1,5,111,122,2,2_1
2552,2552,2552,2552,2552,2,11,1122,114,1,1,1,2,111,122,2,5_4_9
2553,2553,2553,2553,2553,2,9,1210,111,1,1,1,5,111,138,1,2_1
2554,2554,2554,2554,2554,1,14,1121,112,1,1,1,3,112,131,2,2_1
2555,2555,2555,2555,2555,2,6,1131,112,1,1,1,3,111,138,1,5_4_9
2556,2556,2556,2556,2556,1,5,1210,111,1,1,1,1,111,122,1,5_4_9
2557,2557,2557,2557,2557,2,7,1122,114,1,1,1,3,111,134,2,2_1
2558,2558,2558,2558,2558,2,6,1121,112,1,1,1,3,111,124,2,2_1
2559,2559,2559,2559,2559,1,12,1122,114,1,1,1,3,111,122,2,5_4_9
2560,2560,2560,2560,2560,2,10,1122,114,1,1,1,3,112,131,2,2_1
2561,2561,2561,2561,2561,1,4,1110,114,1,1,1,3,112,131,1,5_4_9
2562,2562,2562,2562,2562,1,8,1122,114,1,1,1,2,111,135,2,5_4_9
2563,2563,2563,2563,2563,1,10,1122,125,1,1,1,5,112,138,2,2_1
2564,2564,2564,2564,2564,2,10,1122,114,1,1,1,3,111,135,2,5_4_9
2565,2565,2565,2565,2565,1,11,1122,114,1,1,1,3,111,131,2,5_4_9
2566,2566,2566,2566,2566,2,10,1122,113,1,1,1,1,111,135,2,5_4_9
2567,2567,2567,2567,2567,1,11,1210,111,1,1,1,4,111,136,3,2_1
2568,2568,2568,2568,2568,2,9,1122,114,1,1,1,2,111,132,2,5_4_9
2569,2569,2569,2569,2569,1,11,1131,112,1,1,1,5,111,122,1,2_1
2570,2570,2570,2570,2570,2,6,1131,112,1,1,1,3,111,135,1,5_4_9
2571,2571,2571,2571,2571,1,6,1110,113,1,1,1,5,111,135,1,2_1
2572,2572,2572,2572,2572,2,7,1122,114,1,1,1,3,111,134,2,5_4_9
2573,2573,2573,2573,2573,1,6,1110,126,1,1,1,3,111,122,1,5_4_9
2574,2574,2574,2574,2574,2,5,1121,125,1,1,1,3,111,137,2,2_1
2575,2575,2575,2575,2575,2,7,1131,112,1,1,1,3,111,138,1,5_4_9
2576,2576,2576,2576,2576,1,6,1131,112,1,1,1,5,111,137,1,2_1
2577,2577,2577,2577,2577,2,9,1122,114,1,1,1,5,111,137,2,2_1
2578,2578,2578,2578,2578,2,8,1122,114,1,1,1,2,111,135,2,5_4_9
2579,2579,2579,2579,2579,2,9,1122,113,1,1,1,2,111,135,2,5_4_9
2580,2580,2580,2580,2580,1,8,1131,112,1,1,1,3,111,133,1,5_4_9
2581,2581,2581,2581,2581,1,7,1122,125,1,1,1,5,111,135,2,2_1
2582,2582,2582,2582,2582,1,9,1122,114,1,1,1,2,111,131,2,5_4_9
2583,2583,2583,2583,2583,1,10,1210,111,1,1,1,2,111,133,1,2_1
2584,2584,2584,2584,2584,1,10,1210,111,1,1,1,5,111,136,1,5_4_9
2585,2585,2585,2585,2585,1,9,1122,125,1,1,1,5,111,134,2,2_1
2586,2586,2586,2586,2586,1,9,1210,111,1,1,1,5,112,135,1,2_1
2587,2587,2587,2587,2587,1,10,1122,114,1,1,1,2,111,122,2,5_4_9
2588,2588,2588,2588,2588,2,11,1121,112,1,1,1,3,111,136,2,5_4_9
2589,2589,2589,2589,2589,1,9,1122,113,1,1,1,3,112,122,2,2_1
2590,2590,2590,2590,2590,1,12,1121,112,1,1,1,3,111,131,2,5_4_9
2591,2591,2591,2591,2591,1,7,1132,113,1,1,1,3,111,135,1,2_1
2592,2592,2592,2592,2592,2,9,1122,125,1,1,1,5,111,138,2,2_1
2593,2593,2593,2593,2593,1,7,1210,111,1,1,1,3,111,131,1,5_4_9
2594,2594,2594,2594,2594,2,6,1121,113,1,1,1,3,111,138,2,5_4_9
2595,2595,2595,2595,2595,1,5,1110,113,1,1,1,3,111,132,1,5_4_9
2596,2596,2596,2596,2596,1,11,1122,113,1,1,1,2,111,124,2,2_1
2597,2597,2597,2597,2597,1,10,1122,113,1,1,1,0,111,135,2,5_4_9
2598,2598,2598,2598,2598,2,6,1210,111,1,1,1,5,112,135,1,5_4_9
2599,2599,2599,2599,2599,2,5,1131,112,1,1,1,3,111,136,1,5_4_9
2600,2600,2600,2600,2600,1,5,1210,111,1,1,1,3,111,131,1,2_1
2601,2601,2601,2601,2601,1,10,1122,114,1,1,1,3,111,131,2,5_4_9
2602,2602,2602,2602,2602,1,9,1210,126,1,1,1,4,111,134,1,2_1
2603,2603,2603,2603,2603,1,10,1122,114,1,1,1,2,111,136,2,5_4_9
2604,2604,2604,2604,2604,1,6,1131,112,1,1,1,3,111,131,1,2_1
2605,2605,2605,2605,2605,1,9,1122,125,1,1,1,2,111,122,2,5_4_9
2606,2606,2606,2606,2606,2,10,1131,112,1,1,1,5,111,137,1,2_1
2607,2607,2607,2607,2607,1,12,1121,112,1,1,1,3,111,134,2,5_4_9
2608,2608,2608,2608,2608,1,13,1122,113,1,1,1,2,111,132,2,5_4_9
2609,2609,2609,2609,2609,2,5,1131,112,1,1,1,3,111,134,1,5_4_9
2610,2610,2610,2610,2610,2,6,1122,113,1,1,1,5,111,137,2,2_1
2611,2611,2611,2611,2611,1,5,1110,114,1,1,1,3,112,133,1,5_4_9
2612,2612,2612,2612,2612,1,6,1131,112,1,1,1,4,111,135,1,2_1
2613,2613,2613,2613,2613,2,15,1121,112,1,1,1,3,112,139,2,5_4_9
2614,2614,2614,2614,2614,1,9,1132,126,1,1,1,5,111,122,1,2_1
2615,2615,2615,2615,2615,2,10,1122,125,1,1,1,2,111,138,2,5_4_9
2616,2616,2616,2616,2616,1,9,1122,125,1,1,1,5,111,135,2,2_1
2617,2617,2617,2617,2617,1,10,1122,125,1,1,1,5,111,137,2,2_1
2618,2618,2618,2618,2618,2,11,1122,113,1,1,1,3,112,131,2,2_1
2619,2619,2619,2619,2619,1,11,1122,113,1,1,1,2,112,122,2,2_1
2620,2620,2620,2620,2620,2,8,1140,113,1,1,1,2,111,132,3,5_4_9
2621,2621,2621,2621,2621,2,9,1122,114,1,1,1,1,111,131,2,5_4_9
2622,2622,2622,2622,2622,2,12,1121,112,1,1,1,2,111,124,2,2_1
2623,2623,2623,2623,2623,2,5,1110,114,1,1,1,3,112,139,1,5_4_9
2624,2624,2624,2624,2624,2,10,1122,113,1,1,1,2,111,134,2,5_4_9
2625,2625,2625,2625,2625,1,5,1110,125,1,1,1,3,111,131,1,5_4_9
2626,2626,2626,2626,2626,1,9,1122,125,1,1,1,3,111,122,2,2_1
2627,2627,2627,2627,2627,1,11,1121,112,1,1,1,5,111,137,2,2_1
2628,2628,2628,2628,2628,2,6,1122,113,1,1,1,3,111,138,2,5_4_9
2629,2629,2629,2629,2629,2,6,1122,113,1,1,1,3,111,134,2,2_1
2630,2630,2630,2630,2630,1,11,1210,111,1,1,1,4,111,134,1,2_1
2631,2631,2631,2631,2631,1,10,1122,114,1,1,1,2,111,122,2,2_1
2632,2632,2632,2632,2632,1,11,1121,112,1,1,1,3,111,131,2,5_4_9
2633,2633,2633,2633,2633,2,7,1121,112,1,1,1,5,111,138,2,2_1
2634,2634,2634,2634,2634,2,5,1110,114,1,1,1,2,111,132,1,5_4_9
2635,2635,2635,2635,2635,2,8,1210,111,1,1,1,5,111,137,1,2_1
2636,2636,2636,2636,2636,2,5,1110,114,1,1,1,2,112,131,1,5_4_9
2637,2637,2637,2637,2637,1,10,1210,111,1,1,1,2,111,131,1,5_4_9
2638,2638,2638,2638,2638,2,12,1121,112,1,1,1,2,112,122,2,2_1
2639,2639,2639,2639,2639,1,9,1122,114,1,1,1,2,111,124,2,2_1
2640,2640,2640,2640,2640,1,12,1121,112,1,1,1,5,111,139,2,2_1
2641,2641,2641,2641,2641,1,4,1110,125,1,1,1,2,112,131,1,5_4_9
2642,2642,2642,2642,2642,1,5,1110,125,1,1,1,3,111,132,1,2_1
2643,2643,2643,2643,2643,2,9,1210,111,1,1,1,5,111,131,2,2_1
2644,2644,2644,2644,2644,2,8,1122,114,1,1,1,2,111,136,2,5_4_9
2645,2645,2645,2645,2645,2,9,1132,113,1,1,1,1,111,135,3,5_4_9
2646,2646,2646,2646,2646,1,7,1131,112,1,1,1,3,111,131,1,2_1
2647,2647,2647,2647,2647,2,7,1122,113,1,1,1,1,111,132,2,5_4_9
2648,2648,2648,2648,2648,2,5,1210,111,1,1,1,3,112,135,1,5_4_9
2649,2649,2649,2649,2649,1,11,1121,112,1,1,1,1,111,124,2,5_4_9
2650,2650,2650,2650,2650,2,11,1140,112,1,1,1,2,112,122,3,2_1
2651,2651,2651,2651,2651,1,11,1122,113,1,1,1,4,111,122,2,2_1
2652,2652,2652,2652,2652,2,8,1210,111,1,1,1,5,111,134,1,2_1
2653,2653,2653,2653,2653,1,7,1121,112,1,1,1,5,111,122,2,2_1
2654,2654,2654,2654,2654,1,6,1131,112,1,1,1,5,111,138,1,2_1
2655,2655,2655,2655,2655,2,11,1121,112,1,1,1,2,111,139,2,2_1
2656,2656,2656,2656,2656,2,6,1131,112,1,1,1,3,111,138,1,5_4_9
2657,2657,2657,2657,2657,1,13,1121,112,1,1,1,3,112,132,2,2_1
2658,2658,2658,2658,2658,1,6,1131,112,1,1,1,3,111,136,1,5_4_9
2659,2659,2659,2659,2659,1,8,1122,125,1,1,1,1,112,131,2,2_1
2660,2660,2660,2660,2660,1,8,1122,114,1,1,1,2,111,139,2,5_4_9
2661,2661,2661,2661,2661,2,11,1122,114,1,1,1,1,112,124,2,5_4_9
2662,2662,2662,2662,2662,2,7,1122,114,1,1,1,3,111,136,2,5_4_9
2663,2663,2663,2663,2663,2,7,1131,112,1,1,1,3,111,138,1,2_1
2664,2664,2664,2664,2664,2,7,1131,112,1,1,1,5,111,135,1,5_4_9
2665,2665,2665,2665,2665,1,6,1121,112,1,1,1,5,111,131,2,2_1
2666,2666,2666,2666,2666,1,7,1122,125,1,1,1,5,111,122,2,2_1
2667,2667,2667,2667,2667,2,7,1131,112,1,1,1,5,111,139,1,5_4_9
2668,2668,2668,2668,2668,2,7,1132,113,1,1,1,5,111,139,1,2_1
2669,2669,2669,2669,2669,2,9,1210,111,1,1,1,3,111,138,1,5_4_9
2670,2670,2670,2670,2670,1,11,1121,112,1,1,1,5,111,134,2,2_1
2671,2671,2671,2671,2671,1,11,1122,125,1,1,1,4,111,136,2,2_1
2672,2672,2672,2672,2672,2,8,1122,113,1,1,1,3,111,138,2,5_4_9
2673,2673,2673,2673,2673,1,10,1121,112,1,1,1,3,111,136,2,5_4_9
2674,2674,2674,2674,2674,2,7,1122,113,1,1,1,3,111,139,2,5_4_9
2675,2675,2675,2675,2675,1,9,1122,114,1,1,1,3,111,122,2,5_4_9
2676,2676,2676,2676,2676,2,9,1122,125,1,1,1,2,111,131,2,5_4_9
2677,2677,2677,2677,2677,1,6,1210,111,1,1,1,3,111,135,1,2_1
2678,2678,2678,2678,2678,1,11,1121,112,1,1,1,5,112,135,2,2_1
2679,2679,2679,2679,2679,2,5,1121,126,1,1,1,2,111,135,2,5_4_9
2680,2680,2680,2680,2680,2,8,1122,125,1,1,1,2,111,138,2,5_4_9
2681,2681,2681,2681,2681,2,8,1131,112,1,1,1,1,111,122,1,5_4_9
2682,2682,2682,2682,2682,1,10,1122,113,1,1,1,5,111,137,2,2_1
2683,2683,2683,2683,2683,1,6,1131,112,1,1,1,5,111,135,1,5_4_9
2684,2684,2684,2684,2684,2,7,1122,114,1,1,1,3,111,131,2,5_4_9
2685,2685,2685,2685,2685,2,7,1122,113,1,1,1,3,111,138,2,5_4_9
2686,2686,2686,2686,2686,1,5,1210,111,1,1,1,3,111,131,1,5_4_9
2687,2687,2687,2687,2687,1,11,1122,113,1,1,1,3,111,131,2,2_1
2688,2688,2688,2688,2688,2,5,1110,114,1,1,1,3,111,131,1,2_1
2689,2689,2689,2689,2689,2,6,1131,112,1,1,1,5,111,138,1,2_1
2690,2690,2690,2690,2690,2,6,1132,113,1,1,1,3,112,131,1,2_1
2691,2691,2691,2691,2691,2,5,1110,114,1,1,1,3,111,135,1,5_4_9
2692,2692,2692,2692,2692,1,10,1122,125,1,1,1,1,111,122,2,5_4_9
2693,2693,2693,2693,2693,2,5,1121,112,1,1,1,5,111,122,2,5_4_9
2694,2694,2694,2694,2694,1,10,1210,111,1,1,1,2,111,122,1,5_4_9
2695,2695,2695,2695,2695,2,7,1122,114,1,1,1,5,111,137,2,2_1
2696,2696,2696,2696,2696,1,10,1122,125,1,1,1,3,111,136,2,5_4_9
2697,2697,2697,2697,2697,2,11,1121,112,1,1,1,2,111,131,2,5_4_9
2698,2698,2698,2698,2698,1,6,1131,112,1,1,1,2,111,133,1,5_4_9
2699,2699,2699,2699,2699,1,6,1122,113,1,1,1,2,111,133,2,5_4_9
2700,2700,2700,2700,2700,2,11,1121,112,1,1,1,3,111,136,2,5_4_9
2701,2701,2701,2701,2701,1,10,1122,114,1,1,1,3,111,122,2,5_4_9
2702,2702,2702,2702,2702,1,4,1110,126,1,1,1,3,111,132,1,5_4_9
2703,2703,2703,2703,2703,2,10,1121,112,1,1,1,1,111,138,2,5_4_9
2704,2704,2704,2704,2704,2,9,1122,113,1,1,1,1,111,138,2,5_4_9
