Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,parents,has_nurs,form,children,housing,finance,social,health,class
3730,3730,3730,3730,3730,3730,usual,very_crit,completed,2,convenient,convenient,slightly_prob,priority,recommend
3731,3731,3731,3731,3731,3731,usual,very_crit,completed,2,convenient,convenient,slightly_prob,not_recom,not_recommend
3732,3732,3732,3732,3732,3732,usual,very_crit,completed,2,convenient,convenient,problematic,recommended,recommend
3733,3733,3733,3733,3733,3733,usual,very_crit,completed,2,convenient,convenient,problematic,priority,recommend
3734,3734,3734,3734,3734,3734,usual,very_crit,completed,2,convenient,convenient,problematic,not_recom,not_recommend
3735,3735,3735,3735,3735,3735,usual,very_crit,completed,2,convenient,inconv,nonprob,recommended,recommend
3736,3736,3736,3736,3736,3736,usual,very_crit,completed,2,convenient,inconv,nonprob,priority,recommend
3737,3737,3737,3737,3737,3737,usual,very_crit,completed,2,convenient,inconv,nonprob,not_recom,not_recommend
3738,3738,3738,3738,3738,3738,usual,very_crit,completed,2,convenient,inconv,slightly_prob,recommended,recommend
3739,3739,3739,3739,3739,3739,usual,very_crit,completed,2,convenient,inconv,slightly_prob,priority,recommend
3740,3740,3740,3740,3740,3740,usual,very_crit,completed,2,convenient,inconv,slightly_prob,not_recom,not_recommend
3741,3741,3741,3741,3741,3741,usual,very_crit,completed,2,convenient,inconv,problematic,recommended,recommend
3742,3742,3742,3742,3742,3742,usual,very_crit,completed,2,convenient,inconv,problematic,priority,recommend
3743,3743,3743,3743,3743,3743,usual,very_crit,completed,2,convenient,inconv,problematic,not_recom,not_recommend
3744,3744,3744,3744,3744,3744,usual,very_crit,completed,2,less_conv,convenient,nonprob,recommended,recommend
3745,3745,3745,3745,3745,3745,usual,very_crit,completed,2,less_conv,convenient,nonprob,priority,recommend
3746,3746,3746,3746,3746,3746,usual,very_crit,completed,2,less_conv,convenient,nonprob,not_recom,not_recommend
3747,3747,3747,3747,3747,3747,usual,very_crit,completed,2,less_conv,convenient,slightly_prob,recommended,recommend
3748,3748,3748,3748,3748,3748,usual,very_crit,completed,2,less_conv,convenient,slightly_prob,priority,recommend
3749,3749,3749,3749,3749,3749,usual,very_crit,completed,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
3750,3750,3750,3750,3750,3750,usual,very_crit,completed,2,less_conv,convenient,problematic,recommended,recommend
3751,3751,3751,3751,3751,3751,usual,very_crit,completed,2,less_conv,convenient,problematic,priority,recommend
3752,3752,3752,3752,3752,3752,usual,very_crit,completed,2,less_conv,convenient,problematic,not_recom,not_recommend
3753,3753,3753,3753,3753,3753,usual,very_crit,completed,2,less_conv,inconv,nonprob,recommended,recommend
3754,3754,3754,3754,3754,3754,usual,very_crit,completed,2,less_conv,inconv,nonprob,priority,recommend
3755,3755,3755,3755,3755,3755,usual,very_crit,completed,2,less_conv,inconv,nonprob,not_recom,not_recommend
3756,3756,3756,3756,3756,3756,usual,very_crit,completed,2,less_conv,inconv,slightly_prob,recommended,recommend
3757,3757,3757,3757,3757,3757,usual,very_crit,completed,2,less_conv,inconv,slightly_prob,priority,recommend
3758,3758,3758,3758,3758,3758,usual,very_crit,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
3759,3759,3759,3759,3759,3759,usual,very_crit,completed,2,less_conv,inconv,problematic,recommended,recommend
3760,3760,3760,3760,3760,3760,usual,very_crit,completed,2,less_conv,inconv,problematic,priority,recommend
3761,3761,3761,3761,3761,3761,usual,very_crit,completed,2,less_conv,inconv,problematic,not_recom,not_recommend
3762,3762,3762,3762,3762,3762,usual,very_crit,completed,2,critical,convenient,nonprob,recommended,recommend
3763,3763,3763,3763,3763,3763,usual,very_crit,completed,2,critical,convenient,nonprob,priority,recommend
3764,3764,3764,3764,3764,3764,usual,very_crit,completed,2,critical,convenient,nonprob,not_recom,not_recommend
3765,3765,3765,3765,3765,3765,usual,very_crit,completed,2,critical,convenient,slightly_prob,recommended,recommend
3766,3766,3766,3766,3766,3766,usual,very_crit,completed,2,critical,convenient,slightly_prob,priority,recommend
3767,3767,3767,3767,3767,3767,usual,very_crit,completed,2,critical,convenient,slightly_prob,not_recom,not_recommend
3768,3768,3768,3768,3768,3768,usual,very_crit,completed,2,critical,convenient,problematic,recommended,recommend
3769,3769,3769,3769,3769,3769,usual,very_crit,completed,2,critical,convenient,problematic,priority,recommend
3770,3770,3770,3770,3770,3770,usual,very_crit,completed,2,critical,convenient,problematic,not_recom,not_recommend
3771,3771,3771,3771,3771,3771,usual,very_crit,completed,2,critical,inconv,nonprob,recommended,recommend
3772,3772,3772,3772,3772,3772,usual,very_crit,completed,2,critical,inconv,nonprob,priority,recommend
3773,3773,3773,3773,3773,3773,usual,very_crit,completed,2,critical,inconv,nonprob,not_recom,not_recommend
3774,3774,3774,3774,3774,3774,usual,very_crit,completed,2,critical,inconv,slightly_prob,recommended,recommend
3775,3775,3775,3775,3775,3775,usual,very_crit,completed,2,critical,inconv,slightly_prob,priority,recommend
3776,3776,3776,3776,3776,3776,usual,very_crit,completed,2,critical,inconv,slightly_prob,not_recom,not_recommend
3777,3777,3777,3777,3777,3777,usual,very_crit,completed,2,critical,inconv,problematic,recommended,recommend
3778,3778,3778,3778,3778,3778,usual,very_crit,completed,2,critical,inconv,problematic,priority,recommend
3779,3779,3779,3779,3779,3779,usual,very_crit,completed,2,critical,inconv,problematic,not_recom,not_recommend
3780,3780,3780,3780,3780,3780,usual,very_crit,completed,3,convenient,convenient,nonprob,recommended,recommend
3781,3781,3781,3781,3781,3781,usual,very_crit,completed,3,convenient,convenient,nonprob,priority,recommend
3782,3782,3782,3782,3782,3782,usual,very_crit,completed,3,convenient,convenient,nonprob,not_recom,not_recommend
3783,3783,3783,3783,3783,3783,usual,very_crit,completed,3,convenient,convenient,slightly_prob,recommended,recommend
3784,3784,3784,3784,3784,3784,usual,very_crit,completed,3,convenient,convenient,slightly_prob,priority,recommend
3785,3785,3785,3785,3785,3785,usual,very_crit,completed,3,convenient,convenient,slightly_prob,not_recom,not_recommend
3786,3786,3786,3786,3786,3786,usual,very_crit,completed,3,convenient,convenient,problematic,recommended,recommend
3787,3787,3787,3787,3787,3787,usual,very_crit,completed,3,convenient,convenient,problematic,priority,recommend
3788,3788,3788,3788,3788,3788,usual,very_crit,completed,3,convenient,convenient,problematic,not_recom,not_recommend
3789,3789,3789,3789,3789,3789,usual,very_crit,completed,3,convenient,inconv,nonprob,recommended,recommend
3790,3790,3790,3790,3790,3790,usual,very_crit,completed,3,convenient,inconv,nonprob,priority,recommend
3791,3791,3791,3791,3791,3791,usual,very_crit,completed,3,convenient,inconv,nonprob,not_recom,not_recommend
3792,3792,3792,3792,3792,3792,usual,very_crit,completed,3,convenient,inconv,slightly_prob,recommended,recommend
3793,3793,3793,3793,3793,3793,usual,very_crit,completed,3,convenient,inconv,slightly_prob,priority,recommend
3794,3794,3794,3794,3794,3794,usual,very_crit,completed,3,convenient,inconv,slightly_prob,not_recom,not_recommend
3795,3795,3795,3795,3795,3795,usual,very_crit,completed,3,convenient,inconv,problematic,recommended,recommend
3796,3796,3796,3796,3796,3796,usual,very_crit,completed,3,convenient,inconv,problematic,priority,recommend
3797,3797,3797,3797,3797,3797,usual,very_crit,completed,3,convenient,inconv,problematic,not_recom,not_recommend
3798,3798,3798,3798,3798,3798,usual,very_crit,completed,3,less_conv,convenient,nonprob,recommended,recommend
3799,3799,3799,3799,3799,3799,usual,very_crit,completed,3,less_conv,convenient,nonprob,priority,recommend
3800,3800,3800,3800,3800,3800,usual,very_crit,completed,3,less_conv,convenient,nonprob,not_recom,not_recommend
3801,3801,3801,3801,3801,3801,usual,very_crit,completed,3,less_conv,convenient,slightly_prob,recommended,recommend
3802,3802,3802,3802,3802,3802,usual,very_crit,completed,3,less_conv,convenient,slightly_prob,priority,recommend
3803,3803,3803,3803,3803,3803,usual,very_crit,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recommend
3804,3804,3804,3804,3804,3804,usual,very_crit,completed,3,less_conv,convenient,problematic,recommended,recommend
3805,3805,3805,3805,3805,3805,usual,very_crit,completed,3,less_conv,convenient,problematic,priority,recommend
3806,3806,3806,3806,3806,3806,usual,very_crit,completed,3,less_conv,convenient,problematic,not_recom,not_recommend
3807,3807,3807,3807,3807,3807,usual,very_crit,completed,3,less_conv,inconv,nonprob,recommended,recommend
3808,3808,3808,3808,3808,3808,usual,very_crit,completed,3,less_conv,inconv,nonprob,priority,recommend
3809,3809,3809,3809,3809,3809,usual,very_crit,completed,3,less_conv,inconv,nonprob,not_recom,not_recommend
3810,3810,3810,3810,3810,3810,usual,very_crit,completed,3,less_conv,inconv,slightly_prob,recommended,recommend
3811,3811,3811,3811,3811,3811,usual,very_crit,completed,3,less_conv,inconv,slightly_prob,priority,recommend
3812,3812,3812,3812,3812,3812,usual,very_crit,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recommend
3813,3813,3813,3813,3813,3813,usual,very_crit,completed,3,less_conv,inconv,problematic,recommended,recommend
3814,3814,3814,3814,3814,3814,usual,very_crit,completed,3,less_conv,inconv,problematic,priority,recommend
3815,3815,3815,3815,3815,3815,usual,very_crit,completed,3,less_conv,inconv,problematic,not_recom,not_recommend
3816,3816,3816,3816,3816,3816,usual,very_crit,completed,3,critical,convenient,nonprob,recommended,recommend
3817,3817,3817,3817,3817,3817,usual,very_crit,completed,3,critical,convenient,nonprob,priority,recommend
3818,3818,3818,3818,3818,3818,usual,very_crit,completed,3,critical,convenient,nonprob,not_recom,not_recommend
3819,3819,3819,3819,3819,3819,usual,very_crit,completed,3,critical,convenient,slightly_prob,recommended,recommend
3820,3820,3820,3820,3820,3820,usual,very_crit,completed,3,critical,convenient,slightly_prob,priority,recommend
3821,3821,3821,3821,3821,3821,usual,very_crit,completed,3,critical,convenient,slightly_prob,not_recom,not_recommend
3822,3822,3822,3822,3822,3822,usual,very_crit,completed,3,critical,convenient,problematic,recommended,recommend
3823,3823,3823,3823,3823,3823,usual,very_crit,completed,3,critical,convenient,problematic,priority,recommend
3824,3824,3824,3824,3824,3824,usual,very_crit,completed,3,critical,convenient,problematic,not_recom,not_recommend
3825,3825,3825,3825,3825,3825,usual,very_crit,completed,3,critical,inconv,nonprob,recommended,recommend
3826,3826,3826,3826,3826,3826,usual,very_crit,completed,3,critical,inconv,nonprob,priority,recommend
3827,3827,3827,3827,3827,3827,usual,very_crit,completed,3,critical,inconv,nonprob,not_recom,not_recommend
3828,3828,3828,3828,3828,3828,usual,very_crit,completed,3,critical,inconv,slightly_prob,recommended,recommend
3829,3829,3829,3829,3829,3829,usual,very_crit,completed,3,critical,inconv,slightly_prob,priority,recommend
3830,3830,3830,3830,3830,3830,usual,very_crit,completed,3,critical,inconv,slightly_prob,not_recom,not_recommend
3831,3831,3831,3831,3831,3831,usual,very_crit,completed,3,critical,inconv,problematic,recommended,recommend
3832,3832,3832,3832,3832,3832,usual,very_crit,completed,3,critical,inconv,problematic,priority,recommend
3833,3833,3833,3833,3833,3833,usual,very_crit,completed,3,critical,inconv,problematic,not_recom,not_recommend
3834,3834,3834,3834,3834,3834,usual,very_crit,completed,more,convenient,convenient,nonprob,recommended,recommend
3835,3835,3835,3835,3835,3835,usual,very_crit,completed,more,convenient,convenient,nonprob,priority,recommend
3836,3836,3836,3836,3836,3836,usual,very_crit,completed,more,convenient,convenient,nonprob,not_recom,not_recommend
3837,3837,3837,3837,3837,3837,usual,very_crit,completed,more,convenient,convenient,slightly_prob,recommended,recommend
3838,3838,3838,3838,3838,3838,usual,very_crit,completed,more,convenient,convenient,slightly_prob,priority,recommend
3839,3839,3839,3839,3839,3839,usual,very_crit,completed,more,convenient,convenient,slightly_prob,not_recom,not_recommend
3840,3840,3840,3840,3840,3840,usual,very_crit,completed,more,convenient,convenient,problematic,recommended,recommend
3841,3841,3841,3841,3841,3841,usual,very_crit,completed,more,convenient,convenient,problematic,priority,recommend
3842,3842,3842,3842,3842,3842,usual,very_crit,completed,more,convenient,convenient,problematic,not_recom,not_recommend
3843,3843,3843,3843,3843,3843,usual,very_crit,completed,more,convenient,inconv,nonprob,recommended,recommend
3844,3844,3844,3844,3844,3844,usual,very_crit,completed,more,convenient,inconv,nonprob,priority,recommend
3845,3845,3845,3845,3845,3845,usual,very_crit,completed,more,convenient,inconv,nonprob,not_recom,not_recommend
3846,3846,3846,3846,3846,3846,usual,very_crit,completed,more,convenient,inconv,slightly_prob,recommended,recommend
3847,3847,3847,3847,3847,3847,usual,very_crit,completed,more,convenient,inconv,slightly_prob,priority,recommend
3848,3848,3848,3848,3848,3848,usual,very_crit,completed,more,convenient,inconv,slightly_prob,not_recom,not_recommend
3849,3849,3849,3849,3849,3849,usual,very_crit,completed,more,convenient,inconv,problematic,recommended,recommend
3850,3850,3850,3850,3850,3850,usual,very_crit,completed,more,convenient,inconv,problematic,priority,recommend
3851,3851,3851,3851,3851,3851,usual,very_crit,completed,more,convenient,inconv,problematic,not_recom,not_recommend
3852,3852,3852,3852,3852,3852,usual,very_crit,completed,more,less_conv,convenient,nonprob,recommended,recommend
3853,3853,3853,3853,3853,3853,usual,very_crit,completed,more,less_conv,convenient,nonprob,priority,recommend
3854,3854,3854,3854,3854,3854,usual,very_crit,completed,more,less_conv,convenient,nonprob,not_recom,not_recommend
3855,3855,3855,3855,3855,3855,usual,very_crit,completed,more,less_conv,convenient,slightly_prob,recommended,recommend
3856,3856,3856,3856,3856,3856,usual,very_crit,completed,more,less_conv,convenient,slightly_prob,priority,recommend
3857,3857,3857,3857,3857,3857,usual,very_crit,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recommend
3858,3858,3858,3858,3858,3858,usual,very_crit,completed,more,less_conv,convenient,problematic,recommended,recommend
3859,3859,3859,3859,3859,3859,usual,very_crit,completed,more,less_conv,convenient,problematic,priority,recommend
3860,3860,3860,3860,3860,3860,usual,very_crit,completed,more,less_conv,convenient,problematic,not_recom,not_recommend
3861,3861,3861,3861,3861,3861,usual,very_crit,completed,more,less_conv,inconv,nonprob,recommended,recommend
3862,3862,3862,3862,3862,3862,usual,very_crit,completed,more,less_conv,inconv,nonprob,priority,recommend
3863,3863,3863,3863,3863,3863,usual,very_crit,completed,more,less_conv,inconv,nonprob,not_recom,not_recommend
3864,3864,3864,3864,3864,3864,usual,very_crit,completed,more,less_conv,inconv,slightly_prob,recommended,recommend
3865,3865,3865,3865,3865,3865,usual,very_crit,completed,more,less_conv,inconv,slightly_prob,priority,recommend
3866,3866,3866,3866,3866,3866,usual,very_crit,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recommend
3867,3867,3867,3867,3867,3867,usual,very_crit,completed,more,less_conv,inconv,problematic,recommended,recommend
3868,3868,3868,3868,3868,3868,usual,very_crit,completed,more,less_conv,inconv,problematic,priority,recommend
3869,3869,3869,3869,3869,3869,usual,very_crit,completed,more,less_conv,inconv,problematic,not_recom,not_recommend
3870,3870,3870,3870,3870,3870,usual,very_crit,completed,more,critical,convenient,nonprob,recommended,recommend
3871,3871,3871,3871,3871,3871,usual,very_crit,completed,more,critical,convenient,nonprob,priority,recommend
3872,3872,3872,3872,3872,3872,usual,very_crit,completed,more,critical,convenient,nonprob,not_recom,not_recommend
3873,3873,3873,3873,3873,3873,usual,very_crit,completed,more,critical,convenient,slightly_prob,recommended,recommend
3874,3874,3874,3874,3874,3874,usual,very_crit,completed,more,critical,convenient,slightly_prob,priority,recommend
3875,3875,3875,3875,3875,3875,usual,very_crit,completed,more,critical,convenient,slightly_prob,not_recom,not_recommend
3876,3876,3876,3876,3876,3876,usual,very_crit,completed,more,critical,convenient,problematic,recommended,recommend
3877,3877,3877,3877,3877,3877,usual,very_crit,completed,more,critical,convenient,problematic,priority,recommend
3878,3878,3878,3878,3878,3878,usual,very_crit,completed,more,critical,convenient,problematic,not_recom,not_recommend
3879,3879,3879,3879,3879,3879,usual,very_crit,completed,more,critical,inconv,nonprob,recommended,recommend
3880,3880,3880,3880,3880,3880,usual,very_crit,completed,more,critical,inconv,nonprob,priority,recommend
3881,3881,3881,3881,3881,3881,usual,very_crit,completed,more,critical,inconv,nonprob,not_recom,not_recommend
3882,3882,3882,3882,3882,3882,usual,very_crit,completed,more,critical,inconv,slightly_prob,recommended,recommend
3883,3883,3883,3883,3883,3883,usual,very_crit,completed,more,critical,inconv,slightly_prob,priority,recommend
3884,3884,3884,3884,3884,3884,usual,very_crit,completed,more,critical,inconv,slightly_prob,not_recom,not_recommend
3885,3885,3885,3885,3885,3885,usual,very_crit,completed,more,critical,inconv,problematic,recommended,recommend
3886,3886,3886,3886,3886,3886,usual,very_crit,completed,more,critical,inconv,problematic,priority,recommend
3887,3887,3887,3887,3887,3887,usual,very_crit,completed,more,critical,inconv,problematic,not_recom,not_recommend
3888,3888,3888,3888,3888,3888,usual,very_crit,incomplete,1,convenient,convenient,nonprob,recommended,recommend
3889,3889,3889,3889,3889,3889,usual,very_crit,incomplete,1,convenient,convenient,nonprob,priority,recommend
3890,3890,3890,3890,3890,3890,usual,very_crit,incomplete,1,convenient,convenient,nonprob,not_recom,not_recommend
3891,3891,3891,3891,3891,3891,usual,very_crit,incomplete,1,convenient,convenient,slightly_prob,recommended,recommend
3892,3892,3892,3892,3892,3892,usual,very_crit,incomplete,1,convenient,convenient,slightly_prob,priority,recommend
3893,3893,3893,3893,3893,3893,usual,very_crit,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recommend
3894,3894,3894,3894,3894,3894,usual,very_crit,incomplete,1,convenient,convenient,problematic,recommended,recommend
3895,3895,3895,3895,3895,3895,usual,very_crit,incomplete,1,convenient,convenient,problematic,priority,recommend
3896,3896,3896,3896,3896,3896,usual,very_crit,incomplete,1,convenient,convenient,problematic,not_recom,not_recommend
3897,3897,3897,3897,3897,3897,usual,very_crit,incomplete,1,convenient,inconv,nonprob,recommended,recommend
3898,3898,3898,3898,3898,3898,usual,very_crit,incomplete,1,convenient,inconv,nonprob,priority,recommend
3899,3899,3899,3899,3899,3899,usual,very_crit,incomplete,1,convenient,inconv,nonprob,not_recom,not_recommend
3900,3900,3900,3900,3900,3900,usual,very_crit,incomplete,1,convenient,inconv,slightly_prob,recommended,recommend
3901,3901,3901,3901,3901,3901,usual,very_crit,incomplete,1,convenient,inconv,slightly_prob,priority,recommend
3902,3902,3902,3902,3902,3902,usual,very_crit,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recommend
3903,3903,3903,3903,3903,3903,usual,very_crit,incomplete,1,convenient,inconv,problematic,recommended,recommend
3904,3904,3904,3904,3904,3904,usual,very_crit,incomplete,1,convenient,inconv,problematic,priority,recommend
3905,3905,3905,3905,3905,3905,usual,very_crit,incomplete,1,convenient,inconv,problematic,not_recom,not_recommend
3906,3906,3906,3906,3906,3906,usual,very_crit,incomplete,1,less_conv,convenient,nonprob,recommended,recommend
3907,3907,3907,3907,3907,3907,usual,very_crit,incomplete,1,less_conv,convenient,nonprob,priority,recommend
3908,3908,3908,3908,3908,3908,usual,very_crit,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recommend
3909,3909,3909,3909,3909,3909,usual,very_crit,incomplete,1,less_conv,convenient,slightly_prob,recommended,recommend
3910,3910,3910,3910,3910,3910,usual,very_crit,incomplete,1,less_conv,convenient,slightly_prob,priority,recommend
3911,3911,3911,3911,3911,3911,usual,very_crit,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recommend
3912,3912,3912,3912,3912,3912,usual,very_crit,incomplete,1,less_conv,convenient,problematic,recommended,recommend
3913,3913,3913,3913,3913,3913,usual,very_crit,incomplete,1,less_conv,convenient,problematic,priority,recommend
3914,3914,3914,3914,3914,3914,usual,very_crit,incomplete,1,less_conv,convenient,problematic,not_recom,not_recommend
3915,3915,3915,3915,3915,3915,usual,very_crit,incomplete,1,less_conv,inconv,nonprob,recommended,recommend
3916,3916,3916,3916,3916,3916,usual,very_crit,incomplete,1,less_conv,inconv,nonprob,priority,recommend
3917,3917,3917,3917,3917,3917,usual,very_crit,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recommend
3918,3918,3918,3918,3918,3918,usual,very_crit,incomplete,1,less_conv,inconv,slightly_prob,recommended,recommend
3919,3919,3919,3919,3919,3919,usual,very_crit,incomplete,1,less_conv,inconv,slightly_prob,priority,recommend
3920,3920,3920,3920,3920,3920,usual,very_crit,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recommend
3921,3921,3921,3921,3921,3921,usual,very_crit,incomplete,1,less_conv,inconv,problematic,recommended,recommend
3922,3922,3922,3922,3922,3922,usual,very_crit,incomplete,1,less_conv,inconv,problematic,priority,recommend
3923,3923,3923,3923,3923,3923,usual,very_crit,incomplete,1,less_conv,inconv,problematic,not_recom,not_recommend
3924,3924,3924,3924,3924,3924,usual,very_crit,incomplete,1,critical,convenient,nonprob,recommended,recommend
3925,3925,3925,3925,3925,3925,usual,very_crit,incomplete,1,critical,convenient,nonprob,priority,recommend
3926,3926,3926,3926,3926,3926,usual,very_crit,incomplete,1,critical,convenient,nonprob,not_recom,not_recommend
3927,3927,3927,3927,3927,3927,usual,very_crit,incomplete,1,critical,convenient,slightly_prob,recommended,recommend
3928,3928,3928,3928,3928,3928,usual,very_crit,incomplete,1,critical,convenient,slightly_prob,priority,recommend
3929,3929,3929,3929,3929,3929,usual,very_crit,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recommend
3930,3930,3930,3930,3930,3930,usual,very_crit,incomplete,1,critical,convenient,problematic,recommended,recommend
3931,3931,3931,3931,3931,3931,usual,very_crit,incomplete,1,critical,convenient,problematic,priority,recommend
3932,3932,3932,3932,3932,3932,usual,very_crit,incomplete,1,critical,convenient,problematic,not_recom,not_recommend
3933,3933,3933,3933,3933,3933,usual,very_crit,incomplete,1,critical,inconv,nonprob,recommended,recommend
3934,3934,3934,3934,3934,3934,usual,very_crit,incomplete,1,critical,inconv,nonprob,priority,recommend
3935,3935,3935,3935,3935,3935,usual,very_crit,incomplete,1,critical,inconv,nonprob,not_recom,not_recommend
3936,3936,3936,3936,3936,3936,usual,very_crit,incomplete,1,critical,inconv,slightly_prob,recommended,recommend
3937,3937,3937,3937,3937,3937,usual,very_crit,incomplete,1,critical,inconv,slightly_prob,priority,recommend
3938,3938,3938,3938,3938,3938,usual,very_crit,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recommend
3939,3939,3939,3939,3939,3939,usual,very_crit,incomplete,1,critical,inconv,problematic,recommended,recommend
3940,3940,3940,3940,3940,3940,usual,very_crit,incomplete,1,critical,inconv,problematic,priority,recommend
3941,3941,3941,3941,3941,3941,usual,very_crit,incomplete,1,critical,inconv,problematic,not_recom,not_recommend
3942,3942,3942,3942,3942,3942,usual,very_crit,incomplete,2,convenient,convenient,nonprob,recommended,recommend
3943,3943,3943,3943,3943,3943,usual,very_crit,incomplete,2,convenient,convenient,nonprob,priority,recommend
3944,3944,3944,3944,3944,3944,usual,very_crit,incomplete,2,convenient,convenient,nonprob,not_recom,not_recommend
3945,3945,3945,3945,3945,3945,usual,very_crit,incomplete,2,convenient,convenient,slightly_prob,recommended,recommend
3946,3946,3946,3946,3946,3946,usual,very_crit,incomplete,2,convenient,convenient,slightly_prob,priority,recommend
3947,3947,3947,3947,3947,3947,usual,very_crit,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recommend
3948,3948,3948,3948,3948,3948,usual,very_crit,incomplete,2,convenient,convenient,problematic,recommended,recommend
3949,3949,3949,3949,3949,3949,usual,very_crit,incomplete,2,convenient,convenient,problematic,priority,recommend
3950,3950,3950,3950,3950,3950,usual,very_crit,incomplete,2,convenient,convenient,problematic,not_recom,not_recommend
3951,3951,3951,3951,3951,3951,usual,very_crit,incomplete,2,convenient,inconv,nonprob,recommended,recommend
3952,3952,3952,3952,3952,3952,usual,very_crit,incomplete,2,convenient,inconv,nonprob,priority,recommend
3953,3953,3953,3953,3953,3953,usual,very_crit,incomplete,2,convenient,inconv,nonprob,not_recom,not_recommend
3954,3954,3954,3954,3954,3954,usual,very_crit,incomplete,2,convenient,inconv,slightly_prob,recommended,recommend
3955,3955,3955,3955,3955,3955,usual,very_crit,incomplete,2,convenient,inconv,slightly_prob,priority,recommend
3956,3956,3956,3956,3956,3956,usual,very_crit,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recommend
3957,3957,3957,3957,3957,3957,usual,very_crit,incomplete,2,convenient,inconv,problematic,recommended,recommend
3958,3958,3958,3958,3958,3958,usual,very_crit,incomplete,2,convenient,inconv,problematic,priority,recommend
3959,3959,3959,3959,3959,3959,usual,very_crit,incomplete,2,convenient,inconv,problematic,not_recom,not_recommend
3960,3960,3960,3960,3960,3960,usual,very_crit,incomplete,2,less_conv,convenient,nonprob,recommended,recommend
3961,3961,3961,3961,3961,3961,usual,very_crit,incomplete,2,less_conv,convenient,nonprob,priority,recommend
3962,3962,3962,3962,3962,3962,usual,very_crit,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recommend
3963,3963,3963,3963,3963,3963,usual,very_crit,incomplete,2,less_conv,convenient,slightly_prob,recommended,recommend
3964,3964,3964,3964,3964,3964,usual,very_crit,incomplete,2,less_conv,convenient,slightly_prob,priority,recommend
3965,3965,3965,3965,3965,3965,usual,very_crit,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recommend
3966,3966,3966,3966,3966,3966,usual,very_crit,incomplete,2,less_conv,convenient,problematic,recommended,recommend
3967,3967,3967,3967,3967,3967,usual,very_crit,incomplete,2,less_conv,convenient,problematic,priority,recommend
3968,3968,3968,3968,3968,3968,usual,very_crit,incomplete,2,less_conv,convenient,problematic,not_recom,not_recommend
3969,3969,3969,3969,3969,3969,usual,very_crit,incomplete,2,less_conv,inconv,nonprob,recommended,recommend
3970,3970,3970,3970,3970,3970,usual,very_crit,incomplete,2,less_conv,inconv,nonprob,priority,recommend
3971,3971,3971,3971,3971,3971,usual,very_crit,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recommend
3972,3972,3972,3972,3972,3972,usual,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,recommend
3973,3973,3973,3973,3973,3973,usual,very_crit,incomplete,2,less_conv,inconv,slightly_prob,priority,recommend
3974,3974,3974,3974,3974,3974,usual,very_crit,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recommend
3975,3975,3975,3975,3975,3975,usual,very_crit,incomplete,2,less_conv,inconv,problematic,recommended,recommend
3976,3976,3976,3976,3976,3976,usual,very_crit,incomplete,2,less_conv,inconv,problematic,priority,recommend
3977,3977,3977,3977,3977,3977,usual,very_crit,incomplete,2,less_conv,inconv,problematic,not_recom,not_recommend
3978,3978,3978,3978,3978,3978,usual,very_crit,incomplete,2,critical,convenient,nonprob,recommended,recommend
3979,3979,3979,3979,3979,3979,usual,very_crit,incomplete,2,critical,convenient,nonprob,priority,recommend
3980,3980,3980,3980,3980,3980,usual,very_crit,incomplete,2,critical,convenient,nonprob,not_recom,not_recommend
3981,3981,3981,3981,3981,3981,usual,very_crit,incomplete,2,critical,convenient,slightly_prob,recommended,recommend
3982,3982,3982,3982,3982,3982,usual,very_crit,incomplete,2,critical,convenient,slightly_prob,priority,recommend
3983,3983,3983,3983,3983,3983,usual,very_crit,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recommend
3984,3984,3984,3984,3984,3984,usual,very_crit,incomplete,2,critical,convenient,problematic,recommended,recommend
3985,3985,3985,3985,3985,3985,usual,very_crit,incomplete,2,critical,convenient,problematic,priority,recommend
3986,3986,3986,3986,3986,3986,usual,very_crit,incomplete,2,critical,convenient,problematic,not_recom,not_recommend
3987,3987,3987,3987,3987,3987,usual,very_crit,incomplete,2,critical,inconv,nonprob,recommended,recommend
